Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
temp,org.jsecurity.realm.ldap,DefaultLdapContextFactory,getLdapContext,Long Identifier,The length of the field SUN_CONNECTION_POOLING_PROPERTY is 31.,204
temp,org.jsecurity.realm.ldap,DefaultLdapContextFactory,getLdapContext,Long Statement,The length of the statement "log.debug("Initializing LDAP context using URL [" + url + "] and username ["+ systemUsername+ "] "+ "with pooling ["+ (usePooling ? "enabled" : "disabled")+ "]");" is 162.,204
temp,org.jsecurity.session.event,LoggingSessionEventListener,accept,Long Statement,The length of the statement "String msg="Received unrecognized event of type [" + event.getClass().getName() + "] for session with "+ "id ["+ event.getSessionId()+ "].";" is 140.,67
temp,org.jsecurity.session.support,AbstractSessionManager,init,Long Statement,The length of the statement "String msg="sessionDAO property has not been set. The sessionDAO is required to " + "access session objects during runtime.";" is 125.,166
temp,org.jsecurity.session.support,AbstractSessionManager,validate,Long Statement,The length of the statement "String msg="originatingHost argument is null. A valid non-null originating " + "host address must be specified when initiating a session";" is 138.,206
temp,org.jsecurity.session.support,AbstractSessionManager,validate,Long Statement,The length of the statement "String msg="Session with id [" + sessionId + "] has expired. "+ "Last access time: "+ df.format(lastAccessTime)+ ". Current time: "+ df.format(new Date())+ ". Session timeout is set to "+ timeout / MILLIS_PER_SECOND + " seconds (" + timeout / MILLIS_PER_MINUTE + " minutes)";" is 275.,264
temp,org.jsecurity.session.support,AbstractSessionManager,validate,Long Statement,The length of the statement "String msg="Session with id [" + session.getSessionId() + "] has been "+ "explicitly stopped. No further interaction under this session is "+ "allowed.";" is 153.,264
temp,org.jsecurity.session.support,AbstractSessionManager,isExpired,Long Statement,The length of the statement "String msg="session.lastAccessTime for session with id [" + session.getSessionId() + "] is null. This value must be set at "+ "least once. Please check the "+ session.getClass().getName()+ " implementation and ensure "+ "this value will be set (perhaps in the constructor?)";" is 275.,416
temp,org.jsecurity.session.support,DefaultSessionFactory,assertSessionManagerEventNotifier,Long Statement,The length of the statement "String msg="The underlying SessionManager implementation [" + this.sessionManager.getClass().getName() + "] does not implement the "+ SessionEventListenerRegistrar.class.getName()+ " interface and therefore session events cannot "+ "be propagated to registered listeners. Please ensure this SessionFactory instance is "+ "injected with a SessionManager that supports this interface if you wish to register "+ "for SessionEvents.";" is 430.,86
temp,org.jsecurity.session.support,DefaultSessionFactory,remove,Long Statement,The length of the statement "return this.sessionManager instanceof SessionEventListenerRegistrar && ((SessionEventListenerRegistrar)this.sessionManager).remove(listener);" is 141.,103
temp,org.jsecurity.session.support,DefaultSessionFactory,ensureSessionManager,Long Statement,The length of the statement "log.info("No SessionManager instance has been set as a property of this class. " + "Defaulting to the default SessionManager implementation.");" is 143.,117
temp,org.jsecurity.session.support,SimpleSession,SimpleSession,Long Statement,The length of the statement "log.warn("Unable to acquire localhost address from " + "method call java.net.InetAddress.getLocalHost(). hostAddress " + "will be null"`e);" is 139.,56
temp,org.jsecurity.session.support.eis,CachingSessionDAO,ensureUncached,Long Statement,The length of the statement "String msg="There is an existing session already created with session id [" + sessionId + "]. Session ID's must be unique.";" is 124.,206
temp,org.jsecurity.session.support.eis,MemorySessionDAO,getRandomNumberGenerator,Long Identifier,The length of the field RANDOM_NUM_GENERATOR_ALGORITHM_NAME is 35.,71
temp,org.jsecurity.session.support.eis,MemorySessionDAO,getRandomNumberGenerator,Long Statement,The length of the statement "String msg="On JDK 1.4 platforms and below` please ensure the JUG jar file is in the classpath for " + "valid Session ID generation. Defaulting to SecureRandom based id generation for now " + "(NOT recommended for production systems - please add the JUG jar as soon as convenient).";" is 283.,71
temp,org.jsecurity.session.support.quartz,QuartzSessionValidationScheduler,startSessionValidation,Long Statement,The length of the statement "log.debug("Scheduling session validation job using Quartz with " + "session validation interval of [" + sessionValidationInterval + "]ms...");" is 142.,143
temp,org.jsecurity.session.support.quartz,QuartzSessionValidationScheduler,startSessionValidation,Long Statement,The length of the statement "SimpleTrigger trigger=new SimpleTrigger(getClass().getName()`Scheduler.DEFAULT_GROUP`SimpleTrigger.REPEAT_INDEFINITELY`sessionValidationInterval);" is 146.,143
temp,org.jsecurity.session.support.quartz,QuartzSessionValidationScheduler,stopSessionValidation,Complex Method,Cyclomatic complexity of the method is 9,184
temp,org.jsecurity.session.support.quartz,QuartzSessionValidationScheduler,stopSessionValidation,Long Statement,The length of the statement "log.warn("getScheduler() method returned a null Quartz scheduler` which is unexpected. Please " + "check your configuration and/or implementation. Returning quietly since there is no " + "validation job to remove (scheduler does not exist).");" is 243.,184
temp,org.jsecurity.util,AntPathMatcher,doMatch,Complex Conditional,The conditional expression pattIdxStart == pattIdxEnd && pattDirs[pattIdxStart].equals("*") && path.endsWith(this.pathSeparator) is complex.,116
temp,org.jsecurity.util,AntPathMatcher,doMatch,Complex Method,Cyclomatic complexity of the method is 29,116
temp,org.jsecurity.util,AntPathMatcher,doMatch,Long Method,The method has 102 lines of code.,116
temp,org.jsecurity.util,AntPathMatcher,matchStrings,Complex Method,Cyclomatic complexity of the method is 32,251
temp,org.jsecurity.util,AntPathMatcher,matchStrings,Long Method,The method has 106 lines of code.,251
temp,org.jsecurity.util,AntPathMatcher,extractPathWithinPattern,Complex Conditional,The conditional expression (patternPart.indexOf('*') > -1 || patternPart.indexOf('?') > -1) && pathParts.length >= i + 1 is complex.,397
temp,org.jsecurity.util,AntPathMatcher,extractPathWithinPattern,Complex Conditional,The conditional expression puts > 0 || (i == 0 && !pattern.startsWith(this.pathSeparator)) is complex.,397
temp,org.jsecurity.util,CollectionUtils,newLinkedHashSet,Magic Number,The method contains a magic number: 4,12
temp,org.jsecurity.util,CollectionUtils,newLinkedHashSet,Magic Number,The method contains a magic number: 3,12
temp,org.jsecurity.util,CollectionUtils,computeArrayListCapacity,Magic Number,The method contains a magic number: 5L,26
temp,org.jsecurity.util,CollectionUtils,computeArrayListCapacity,Magic Number,The method contains a magic number: 10,26
temp,org.jsecurity.util,ThreadContext,get,Long Statement,The length of the statement "String msg="Retrieved value of type [" + value.getClass().getName() + "] for key ["+ key+ "] "+ "bound to thread ["+ Thread.currentThread().getName()+ "]";" is 155.,86
temp,org.jsecurity.util,ThreadContext,put,Long Statement,The length of the statement "String msg="Bound value of type [" + value.getClass().getName() + "] for key ["+ key+ "] to thread "+ "["+ Thread.currentThread().getName()+ "]";" is 145.,108
temp,org.jsecurity.util,ThreadContext,remove,Long Statement,The length of the statement "String msg="Removed value of type [" + value.getClass().getName() + "] for key ["+ key+ "]"+ "from thread ["+ Thread.currentThread().getName()+ "]";" is 148.,142
temp,org.jsecurity.web,DefaultWebSecurityManager,setSessionFactory,Long Statement,The length of the statement "String msg="The " + getClass().getName() + " implementation requires its underlying SessionFactory "+ "instance to also implement the "+ WebSessionFactory.class.getName()+ " interface as well. "+ "The SessionFactory instance in question is of type ["+ sessionFactory.getClass().getName()+ "].";" is 294.,66
temp,org.jsecurity.web,DefaultWebSecurityManager,createSecurityContext,Long Parameter List,The method has 5 parameters. ,158
temp,org.jsecurity.web.servlet,JSecurityHttpServletRequest,isRequestedSessionIdValid,Long Identifier,The length of the field REFERENCED_SESSION_ID_IS_VALID is 30.,147
temp,org.jsecurity.web.servlet,JSecurityHttpServletResponse,doIsEncodeable,Complex Method,Cyclomatic complexity of the method is 11,168
temp,org.jsecurity.web.servlet,JSecurityHttpServletResponse,doIsEncodeable,Long Identifier,The length of the field DEFAULT_SESSION_ID_PARAMETER_NAME is 33.,168
temp,org.jsecurity.web.servlet,JSecurityHttpServletResponse,doIsEncodeable,Magic Number,The method contains a magic number: 443,168
temp,org.jsecurity.web.servlet,JSecurityHttpServletResponse,doIsEncodeable,Magic Number,The method contains a magic number: 80,168
temp,org.jsecurity.web.servlet,JSecurityHttpServletResponse,doIsEncodeable,Magic Number,The method contains a magic number: 443,168
temp,org.jsecurity.web.servlet,JSecurityHttpServletResponse,doIsEncodeable,Magic Number,The method contains a magic number: 80,168
temp,org.jsecurity.web.servlet,JSecurityHttpServletResponse,toAbsolute,Complex Conditional,The conditional expression (scheme.equals("http") && port != 80) || (scheme.equals("https") && port != 443) is complex.,215
temp,org.jsecurity.web.servlet,JSecurityHttpServletResponse,toAbsolute,Magic Number,The method contains a magic number: 80,215
temp,org.jsecurity.web.servlet,JSecurityHttpServletResponse,toAbsolute,Magic Number,The method contains a magic number: 443,215
temp,org.jsecurity.web.servlet,JSecurityHttpServletResponse,toEncoded,Long Identifier,The length of the field DEFAULT_SESSION_ID_PARAMETER_NAME is 33.,293
temp,org.jsecurity.web.servlet,JSecurityHttpSession,JSecurityHttpSession,Long Statement,The length of the statement "String msg="Session constructor argument cannot be an instance of WebSession. This is enforced to " + "prevent circular dependencies and infinite loops.";" is 154.,48
temp,org.jsecurity.web.servlet,JSecurityHttpSession,setMaxInactiveInterval,Magic Number,The method contains a magic number: 1000,83
temp,org.jsecurity.web.servlet,JSecurityHttpSession,getMaxInactiveInterval,Magic Number,The method contains a magic number: 1000,91
temp,org.jsecurity.web.servlet,ServletContextSupport,bind,Long Statement,The length of the statement "String msg=name + " already bound to ServletContext. Please check your configuration to ensure " + "you don't have mutliple SecurityManager Loaders configured (listener` servlet` etc).";" is 186.,59
temp,org.jsecurity.web.servlet,ServletContextSupport,setSessionMode,Long Identifier,The length of the field SESSION_MODE_CONTEXT_PARAM_NAME is 31.,75
temp,org.jsecurity.web.servlet,ServletContextSupport,setSessionMode,Long Statement,The length of the statement "String msg="Unknown '" + SESSION_MODE_CONTEXT_PARAM_NAME + "' context-param value ["+ mode+ "]. Recognized values are '"+ HTTP_SESSION_MODE+ "' and '"+ JSECURITY_SESSION_MODE+ "' (without quotes). Please check your configuration and/or spelling.";" is 247.,75
temp,org.jsecurity.web.servlet,ServletContextSupport,applySessionMode,Long Identifier,The length of the field SESSION_MODE_CONTEXT_PARAM_NAME is 31.,90
temp,org.jsecurity.web.support,AbstractWebStore,storeValue,Long Statement,The length of the statement "log.debug("Found existing value stored under name [" + getName() + "]. Ignoring new "+ "storage request - this store is immutable after the value has initially been set.");" is 172.,228
temp,org.jsecurity.web.support,AuthenticationWebInterceptor,init,Long Statement,The length of the statement "log.info("No 'attemptedPageStorageScheme' attribute set - the user's attempted page will not " + "be available after the redirect to the login page.");" is 151.,188
temp,org.jsecurity.web.support,AuthenticationWebInterceptor,storeInJSecuritySession,Long Statement,The length of the statement "log.info("Encountered an invalid Session while attempting to set the " + "attempted page for authentication redirect."`e);" is 122.,213
temp,org.jsecurity.web.support,AuthenticationWebInterceptor,setSchemeAttemptedPage,Long Statement,The length of the statement "String msg="getAttemptedPageStorageScheme() did not return an expected value` " + "but was: [" + scheme.toString() + "]";" is 121.,252
temp,org.jsecurity.web.support,AuthenticationWebInterceptor,setSchemeAttemptedPage,Missing default,The following switch statement is missing a default case: switch (scheme) {,252
temp,org.jsecurity.web.support,AuthenticationWebInterceptor,handleUnauthenticatedRequest,Long Statement,The length of the statement "log.debug("User is not allowed to access page [" + attemptedPage + "] without "+ "first being authenticated. Redirecting to login page ["+ getRedirectUrl()+ "]");" is 162.,314
temp,org.jsecurity.web.support,CookieStore,onStoreValue,Long Statement,The length of the statement "log.trace("Added Cookie [" + name + "] to path ["+ path+ "] with value ["+ stringValue+ "] to the HttpServletResponse.");" is 121.,214
temp,org.jsecurity.web.support,DefaultWebRememberMeManager,ensureWebStore,Long Identifier,The length of the field DEFAULT_REMEMBER_ME_COOKIE_NAME is 31.,71
temp,org.jsecurity.web.support,DefaultWebSessionFactory,validateSessionOrigin,Long Statement,The length of the statement "String msg="No IP Address was specified when creating session with id [" + sessionId + "]. Attempting to access session from "+ "IP ["+ requestIp+ "]. Origin IP and request IP must match.";" is 189.,143
temp,org.jsecurity.web.support,DefaultWebSessionFactory,validateSessionOrigin,Long Statement,The length of the statement "String msg="Session with id [" + sessionId + "] originated from ["+ originIp+ "]` but the current HttpServletRequest originated "+ "from ["+ requestIp+ "]. Disallowing session access: "+ "session origin and request origin must match to allow access.";" is 251.,143
temp,org.jsecurity.web.support,DefaultWebSessionFactory,validateSessionOrigin,Long Statement,The length of the statement "String msg="No IP Address associated with the current HttpServletRequest. " + "Session with id [" + sessionId + "] originated from "+ "["+ originIp+ "]. Request IP must match the session's origin "+ "IP in order to gain access to that session.";" is 245.,143
temp,org.jsecurity.web.support,DefaultWebSessionFactory,retrieveSessionId,Long Statement,The length of the statement "request.setAttribute(JSecurityHttpServletRequest.REFERENCED_SESSION_ID_SOURCE`JSecurityHttpServletRequest.COOKIE_SESSION_ID_SOURCE);" is 132.,189
temp,org.jsecurity.web.support,DefaultWebSessionFactory,retrieveSessionId,Long Statement,The length of the statement "request.setAttribute(JSecurityHttpServletRequest.REFERENCED_SESSION_ID_SOURCE`JSecurityHttpServletRequest.URL_SESSION_ID_SOURCE);" is 129.,189
temp,org.jsecurity.web.support,RedirectView,urlEncode,Long Statement,The length of the statement "log.debug("Only JDK 1.3 URLEncoder available: using platform default encoding " + "instead of the requested scheme '" + encodingScheme + "'");" is 142.,236
temp,org.jsecurity.web.support,RedirectView,sendRedirect,Magic Number,The method contains a magic number: 303,271
temp,org.jsecurity.web.support,RequestParamStore,removeValue,Long Statement,The length of the statement "String msg="Asked to remove WebStore value. A " + getClass().getName() + " implementation "+ "cannot remove values from the request params.";" is 141.,31
temp,org.jsecurity.web.support,WebSession,WebSession,Long Statement,The length of the statement "String msg="HttpSession constructor argument cannot be an instance of JSecurityHttpSession. This " + "is enforced to prevent circular dependencies and infinite loops.";" is 168.,27
temp,org.jsecurity.web.support,WebSession,getTimeout,Magic Number,The method contains a magic number: 1000,61
temp,org.jsecurity.web.support,WebSession,setTimeout,Magic Number,The method contains a magic number: 1000,69
temp,org.jsecurity.web.support,WebSession,assertString,Long Statement,The length of the statement "String msg="HttpSession based implementations of the JSecurity Session interface requires attribute keys " + "to be String objects. The HttpSession class does not support anything other than String keys.";" is 205.,116
temp,org.jsecurity.web.tags,AuthenticatedTag,onDoStartTag,Long Statement,The length of the statement "log.trace("Security context does not exist or is not authenticated. 'authenticated' tag " + "body will not be evaluated.");" is 123.,39
temp,org.jsecurity.web.tags,PrincipalTag,getPrincipalProperty,Long Statement,The length of the statement "final String message="Property [" + property + "] not found in principal of type ["+ principal.getClass().getName()+ "]";" is 121.,164
temp,org.jsecurity.web.tags,PrincipalTag,getPrincipalProperty,Long Statement,The length of the statement "final String message="Error reading property [" + property + "] from principal of type ["+ principal.getClass().getName()+ "]";" is 127.,164
temp,org.jsecurity.spring,SpringJSecurityFilter,onFilterConfigSet,Long Identifier,The length of the field SECURITY_MANAGER_BEAN_NAME_PARAM_NAME is 37.,31
temp,org.jsecurity.spring,SpringJSecurityFilter,assertWebSecurityManager,Long Statement,The length of the statement "String msg="There is no " + SecurityManager.class.getName() + " instance bound in in the "+ "Spring WebApplicationContext under the name of '"+ getSecurityManagerBeanName()+ "'."+ " Please ensure that such a bean exists` or you can change which bean is accessed by "+ "setting the "+ getClass().getName()+ "#SecurityManagerBeanName attribute.";" is 344.,39
temp,org.jsecurity.spring,SpringJSecurityFilter,assertWebSecurityManager,Long Statement,The length of the statement "String msg="The " + getClass().getName() + " class requires the web application's "+ "SecurityManager instance to be of type ["+ SecurityManager.class.getName()+ " ].";" is 168.,39
temp,org.jsecurity.spring.remoting,SecureRemoteInvocationExecutor,invoke,Long Statement,The length of the statement "log.warn("RemoteInvocation object did not contain a JSecurity Session id under " + "attribute name [" + SecureRemoteInvocationFactory.SESSION_ID_KEY + "]. A Session will not "+ "be available to the method. Ensure that clients are using a "+ "SecureRemoteInvocationFactory to prevent this problem.");" is 299.,105
temp,org.jsecurity.spring.remoting,SecureRemoteInvocationExecutor,invoke,Long Statement,The length of the statement "SecurityContext securityContext=new DelegatingSecurityContext(principals`authenticated`inetAddress`session`securityManager);" is 124.,105
temp,org.jsecurity.spring.remoting,SecureRemoteInvocationFactory,createRemoteInvocation,Long Identifier,The length of the field SESSION_ID_SYSTEM_PROPERTY_NAME is 31.,50
temp,org.jsecurity.spring.remoting,SecureRemoteInvocationFactory,createRemoteInvocation,Long Statement,The length of the statement "throw new IllegalStateException("System property [" + SESSION_ID_SYSTEM_PROPERTY_NAME + "] is not set. "+ "This property must be set to the JSecurity session ID for remote calls to function.");" is 193.,50
temp,org.jsecurity.spring.security.interceptor,AuthorizationAttributeSourceAdvisor,matches,Long Statement,The length of the statement "return ((method.getAnnotation(PermissionsRequired.class) != null) || (method.getAnnotation(RolesRequired.class) != null));" is 122.,62
temp,org.jsecurity.spring.security.interceptor,AuthorizationAttributeSourceAdvisor,afterPropertiesSet,Long Statement,The length of the statement "log.trace("No authorization advice explicitly configured via the 'advice' " + "property. Attempting to set " + "default instance of type [" + AopAllianceAnnotationsAuthorizingMethodInterceptor.class.getName() + "]");" is 216.,78
temp,org.jsecurity.spring.servlet,SpringSecurityManagerListener,init,Long Identifier,The length of the field SECURITY_MANAGER_BEAN_NAME_PARAM_NAME is 37.,52
temp,org.jsecurity.spring.servlet,SpringSecurityManagerListener,assertSecurityManager,Long Statement,The length of the statement "String msg="There is no " + SecurityManager.class.getName() + " instance bound in in the "+ "Spring WebApplicationContext under the name of '"+ getSecurityManagerBeanName()+ "'."+ " Please ensure that such a bean exists` or you can change which bean is accessed by "+ "setting the "+ getClass().getName()+ "#SecurityManagerBeanName attribute.";" is 344.,60
