Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
temp,org.apache.ki.realm,AuthorizingRealm,initAuthorizationCache,Long Identifier,The length of the field DEFAULT_AUTHORIZATION_CACHE_POSTFIX is 35.,177
temp,org.apache.ki.realm,AuthorizingRealm,initAuthorizationCache,Long Statement,The length of the statement "log.debug("CacheManager [" + cacheManager + "] has been configured. Building "+ "authorization cache named ["+ cacheName+ "]");" is 127.,177
temp,org.apache.ki.realm,AuthorizingRealm,getAuthorizationInfo,Complex Method,Cyclomatic complexity of the method is 10,215
temp,org.apache.ki.realm,AuthorizingRealmTest,buildAuthenticationInfo,Magic Number,The method contains a magic number: 3,258
temp,org.apache.ki.realm,AllowAllRealm,buildAuthenticationInfo,Magic Number,The method contains a magic number: 3,258
temp,org.apache.ki.realm.jdbc,JdbcRealm,getPasswordForUser,Long Statement,The length of the statement "throw new AuthenticationException("More than one user row found for user [" + username + "]. Usernames must be unique.");" is 121.,228
temp,org.apache.ki.realm.jndi,JndiRealmFactory,setJndiNames,Long Statement,The length of the statement "String msg="One or more comma-delimited jndi names must be specified for the " + getClass().getName() + " to locate Realms.";" is 125.,72
temp,org.apache.ki.realm.ldap,DefaultLdapContextFactory,getLdapContext,Complex Conditional,The conditional expression usePooling && username != null && username.equals(systemUsername) is complex.,202
temp,org.apache.ki.realm.ldap,DefaultLdapContextFactory,getLdapContext,Complex Method,Cyclomatic complexity of the method is 9,202
temp,org.apache.ki.realm.ldap,DefaultLdapContextFactory,getLdapContext,Long Identifier,The length of the field SUN_CONNECTION_POOLING_PROPERTY is 31.,202
temp,org.apache.ki.realm.ldap,DefaultLdapContextFactory,getLdapContext,Long Statement,The length of the statement "log.debug("Initializing LDAP context using URL [" + url + "] and username ["+ systemUsername+ "] "+ "with pooling ["+ (usePooling ? "enabled" : "disabled")+ "]");" is 162.,202
temp,org.apache.ki.realm.text,PropertiesRealm,afterRoleCacheSet,Long Statement,The length of the statement "log.info("Unable to find a ki-users.properties file at location [" + this.resourcePath + "]. "+ "Defaulting to Apache Ki's failsafe properties file (demo use only).");" is 167.,133
temp,org.apache.ki.realm.text,PropertiesRealm,startReloadThread,Long Statement,The length of the statement "((ScheduledExecutorService)this.scheduler).scheduleAtFixedRate(this`reloadIntervalSeconds`reloadIntervalSeconds`TimeUnit.SECONDS);" is 130.,163
temp,org.apache.ki.realm.text,PropertiesRealm,loadProperties,Long Statement,The length of the statement "throw new IllegalStateException("The resourcePath property is not set. " + "It must be set prior to this realm being initialized.");" is 132.,222
temp,org.apache.ki.realm.text,PropertiesRealm,loadProperties,Long Statement,The length of the statement "throw new KiException("Error reading properties path [" + resourcePath + "]. "+ "Initializing of the realm from this file failed."`e);" is 134.,236
temp,org.apache.ki.realm.text,PropertiesRealm,restart,Empty catch clause,The method has an empty catch block.,296
temp,org.apache.ki.realm.text,PropertiesRealm,restart,Long Statement,The length of the statement "throw new IllegalStateException("The resourcePath property is not set. " + "It must be set prior to this realm being initialized.");" is 132.,296
temp,org.apache.ki.realm.text,PropertiesRealm,createRealmEntitiesFromProperties,Long Statement,The length of the statement "String msg="Encountered unexpected key/value pair. All keys must be prefixed with either '" + USERNAME_PREFIX + "' or '"+ ROLENAME_PREFIX+ "'.";" is 144.,315
temp,org.apache.ki.realm.text,TextConfigurationRealm,processUserDefinitions,Complex Method,Cyclomatic complexity of the method is 8,154
temp,org.apache.ki.session.mgt,AbstractValidatingSessionManager,isSessionValidationSchedulerEnabled,Long Identifier,The length of the field sessionValidationSchedulerEnabled is 33.,74
temp,org.apache.ki.session.mgt,AbstractValidatingSessionManager,setSessionValidationSchedulerEnabled,Long Identifier,The length of the parameter sessionValidationSchedulerEnabled is 33.,78
temp,org.apache.ki.session.mgt,AbstractValidatingSessionManager,setSessionValidationSchedulerEnabled,Long Identifier,The length of the field sessionValidationSchedulerEnabled is 33.,78
temp,org.apache.ki.session.mgt,AbstractValidatingSessionManager,enableSessionValidationIfNecessary,Complex Conditional,The conditional expression isSessionValidationSchedulerEnabled() && (scheduler == null || !scheduler.isEnabled()) is complex.,90
temp,org.apache.ki.session.mgt,AbstractValidatingSessionManager,validate,Long Statement,The length of the statement "String msg="The " + getClass().getName() + " implementation only supports validating "+ "Session implementations of the "+ ValidatingSession.class.getName()+ " interface. "+ "Please either implement this interface in your session implementation or override the "+ getClass().getName()+ ".validate(Session) method to perform validation.";" is 337.,168
temp,org.apache.ki.session.mgt,DefaultSessionManager,retrieveSession,Long Statement,The length of the statement "String msg="Session with id [" + sessionId + "] is invalid. The SessionManager "+ "has been configured to automatically re-create sessions upon invalidation. Returnining "+ "new session id ["+ newId+ "] with exception so the caller may react accordingly.";" is 256.,111
temp,org.apache.ki.session.mgt,ImmutableProxiedSession,throwImmutableException,Long Statement,The length of the statement "String msg="This session is immutable and read-only - it cannot be altered. This is usually because " + "the session has been stopped or expired already.";" is 155.,58
temp,org.apache.ki.session.mgt,SimpleSession,isTimedOut,Long Statement,The length of the statement "String msg="session.lastAccessTime for session with id [" + getId() + "] is null. This value must be set at "+ "least once` preferably at least upon instantiation. Please check the "+ getClass().getName()+ " implementation and ensure "+ "this value will be set (perhaps in the constructor?)";" is 292.,202
temp,org.apache.ki.session.mgt,SimpleSession,validate,Long Statement,The length of the statement "String msg="Session with id [" + getId() + "] has been "+ "explicitly stopped. No further interaction under this session is "+ "allowed.";" is 138.,246
temp,org.apache.ki.session.mgt,SimpleSession,validate,Long Statement,The length of the statement "String msg="Session with id [" + sessionId + "] has expired. "+ "Last access time: "+ df.format(lastAccessTime)+ ". Current time: "+ df.format(new Date())+ ". Session timeout is set to "+ timeout / MILLIS_PER_SECOND + " seconds (" + timeout / MILLIS_PER_MINUTE + " minutes)";" is 275.,246
temp,org.apache.ki.session.mgt.eis,CachingSessionDAO,ensureUncached,Long Statement,The length of the statement "String msg="There is an existing session already created with session id [" + sessionId + "]. Session ID's must be unique.";" is 124.,256
temp,org.apache.ki.session.mgt.eis,MemorySessionDAO,getRandomNumberGenerator,Long Identifier,The length of the field RANDOM_NUM_GENERATOR_ALGORITHM_NAME is 35.,70
temp,org.apache.ki.session.mgt.eis,MemorySessionDAO,getRandomNumberGenerator,Long Statement,The length of the statement "String msg="On Java 1.4 platforms and below` there is no built-in UUID class (Java 1.5 and above " + "only) to use for Session ID generation - reverting to SecureRandom number generator. " + "Although this is probably sufficient for all but high user volume applications` if you "+ "see ID collision` you will want to upgrade to JDK 1.5 or better as soon as possible` or "+ "subclass the " + getClass().getName() + " class and override the #generateNewSessionId() "+ "method to use a better algorithm.";" is 503.,70
temp,org.apache.ki.subject,DelegatingSubject,DelegatingSubject,Long Parameter List,The method has 5 parameters. ,94
temp,org.apache.ki.subject,DelegatingSubject,assertAuthzCheckPossible,Long Statement,The length of the statement "String msg="Identity principals are not associated with this Subject instance - " + "authorization operations require an identity to check against. A Subject instance will " + "acquire these identifying principals automatically after a successful login is performed "+ "be executing " + Subject.class.getName() + ".login(AuthenticationToken) or when 'Remember Me' "+ "functionality is enabled. This exception can also occur when the current Subject has logged out` "+ "which relinquishes its identity and essentially makes it anonymous again. "+ "Because an identity is currently not known due to any of these conditions` "+ "authorization is denied.";" is 652.,179
temp,org.apache.ki.subject,DelegatingSubject,login,Long Statement,The length of the statement "String msg="Principals returned from securityManager.login( token ) returned a null or " + "empty value. This value must be non null and populated with one or more elements. " + "Please check the SecurityManager implementation to ensure this happens after a "+ "successful login attempt.";" is 289.,242
temp,org.apache.ki.subject,DelegatingSubject,getSession,Long Statement,The length of the statement "log.trace("attempting to get session; create = " + create + "; session is null = "+ (this.session == null)+ "; session has id = "+ (this.session != null && session.getId() != null));" is 182.,281
temp,org.apache.ki.subject,SimplePrincipalCollection,equals,Long Statement,The length of the statement "return this.realmPrincipals != null ? this.realmPrincipals.equals(other.realmPrincipals) : other.realmPrincipals == null;" is 121.,201
temp,org.apache.ki.util,AntPathMatcher,doMatch,Complex Conditional,The conditional expression pattIdxStart == pattIdxEnd && pattDirs[pattIdxStart].equals("*") && path.endsWith(this.pathSeparator) is complex.,101
temp,org.apache.ki.util,AntPathMatcher,doMatch,Complex Method,Cyclomatic complexity of the method is 29,101
temp,org.apache.ki.util,AntPathMatcher,doMatch,Long Method,The method has 102 lines of code.,101
temp,org.apache.ki.util,AntPathMatcher,matchStrings,Complex Method,Cyclomatic complexity of the method is 32,235
temp,org.apache.ki.util,AntPathMatcher,matchStrings,Long Method,The method has 106 lines of code.,235
temp,org.apache.ki.util,AntPathMatcher,extractPathWithinPattern,Complex Conditional,The conditional expression (patternPart.indexOf('*') > -1 || patternPart.indexOf('?') > -1) && pathParts.length >= i + 1 is complex.,382
temp,org.apache.ki.util,AntPathMatcher,extractPathWithinPattern,Complex Conditional,The conditional expression puts > 0 || (i == 0 && !pattern.startsWith(this.pathSeparator)) is complex.,382
temp,org.apache.ki.util,ClassUtils,getResourceAsStream,Long Statement,The length of the statement "log.trace("Resource [" + name + "] was not found via the thread context ClassLoader. Trying the "+ "current ClassLoader...");" is 125.,42
temp,org.apache.ki.util,ClassUtils,getResourceAsStream,Long Statement,The length of the statement "log.trace("Resource [" + name + "] was not found via the current class loader. Trying the "+ "system/application ClassLoader...");" is 130.,42
temp,org.apache.ki.util,ClassUtils,getResourceAsStream,Long Statement,The length of the statement "log.trace("Resource [" + name + "] was not found via the thread context` current` or "+ "system/application ClassLoaders. All heuristics have been exhausted. Returning null.");" is 176.,42
temp,org.apache.ki.util,ClassUtils,forName,Long Statement,The length of the statement "log.trace("Unable to load class named [" + fqcn + "] from the thread context ClassLoader. Trying the current ClassLoader...");" is 126.,84
temp,org.apache.ki.util,ClassUtils,forName,Long Statement,The length of the statement "log.trace("Unable to load class named [" + fqcn + "] from the current ClassLoader. "+ "Trying the system/application ClassLoader...");" is 134.,84
temp,org.apache.ki.util,ClassUtils,forName,Long Statement,The length of the statement "String msg="Unable to load class named [" + fqcn + "] from the thread context` current` or "+ "system/application ClassLoaders. All heuristics have been exausted. Class could not be found.";" is 190.,84
temp,org.apache.ki.util,CollectionUtils,asSet,Magic Number,The method contains a magic number: 4,52
temp,org.apache.ki.util,CollectionUtils,asSet,Magic Number,The method contains a magic number: 3,52
temp,org.apache.ki.util,CollectionUtils,computeListCapacity,Magic Number,The method contains a magic number: 5L,74
temp,org.apache.ki.util,CollectionUtils,computeListCapacity,Magic Number,The method contains a magic number: 10,74
temp,org.apache.ki.util,StringUtils,splitKeyValue,Long Statement,The length of the statement "String msg="Unable to determine Key/Value pair from line [" + line + "]. There is no space from "+ "which the split location could be determined.";" is 147.,240
temp,org.apache.ki.util,StringUtils,splitKeyValue,Magic Number,The method contains a magic number: 2,240
temp,org.apache.ki.util,StringUtils,splitKeyValue,Magic Number,The method contains a magic number: 2,240
temp,org.apache.ki.util,StringUtils,splitKeyValue,Magic Number,The method contains a magic number: 2,240
temp,org.apache.ki.util,StringUtils,splitKeyValue,Magic Number,The method contains a magic number: 2,240
temp,org.apache.ki.util,StringUtils,split,Complex Conditional,The conditional expression inQuotes && line.length() > (i + 1) && line.charAt(i + 1) == beginQuoteChar is complex.,293
temp,org.apache.ki.util,StringUtils,split,Complex Method,Cyclomatic complexity of the method is 11,293
temp,org.apache.ki.util,StringUtils,split,Long Parameter List,The method has 6 parameters. ,293
temp,org.apache.ki.util,ThreadContext,get,Long Statement,The length of the statement "String msg="Retrieved value of type [" + value.getClass().getName() + "] for key ["+ key+ "] "+ "bound to thread ["+ Thread.currentThread().getName()+ "]";" is 155.,100
temp,org.apache.ki.util,ThreadContext,put,Long Statement,The length of the statement "String msg="Bound value of type [" + value.getClass().getName() + "] for key ["+ key+ "] to thread "+ "["+ Thread.currentThread().getName()+ "]";" is 145.,122
temp,org.apache.ki.util,ThreadContext,remove,Long Statement,The length of the statement "String msg="Removed value of type [" + value.getClass().getName() + "] for key ["+ key+ "]"+ "from thread ["+ Thread.currentThread().getName()+ "]";" is 148.,156
temp,org.apache.ki.util,StringUtilsTest,splitWithCommas,Magic Number,The method contains a magic number: 5,38
temp,org.apache.ki.util,StringUtilsTest,splitWithCommas,Magic Number,The method contains a magic number: 2,38
temp,org.apache.ki.util,StringUtilsTest,splitWithCommas,Magic Number,The method contains a magic number: 3,38
temp,org.apache.ki.util,StringUtilsTest,splitWithCommas,Magic Number,The method contains a magic number: 4,38
temp,org.apache.ki.util,StringUtilsTest,splitWithCommasAndSpaces,Magic Number,The method contains a magic number: 5,51
temp,org.apache.ki.util,StringUtilsTest,splitWithCommasAndSpaces,Magic Number,The method contains a magic number: 2,51
temp,org.apache.ki.util,StringUtilsTest,splitWithCommasAndSpaces,Magic Number,The method contains a magic number: 3,51
temp,org.apache.ki.util,StringUtilsTest,splitWithCommasAndSpaces,Magic Number,The method contains a magic number: 4,51
temp,org.apache.ki.util,StringUtilsTest,splitWithQuotedCommasAndSpaces,Magic Number,The method contains a magic number: 4,64
temp,org.apache.ki.util,StringUtilsTest,splitWithQuotedCommasAndSpaces,Magic Number,The method contains a magic number: 2,64
temp,org.apache.ki.util,StringUtilsTest,splitWithQuotedCommasAndSpaces,Magic Number,The method contains a magic number: 3,64
temp,org.apache.ki.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndDifferentQuoteChars,Magic Number,The method contains a magic number: 4,76
temp,org.apache.ki.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndDifferentQuoteChars,Magic Number,The method contains a magic number: 2,76
temp,org.apache.ki.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndDifferentQuoteChars,Magic Number,The method contains a magic number: 3,76
temp,org.apache.ki.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndDifferentQuoteCharsWhileRetainingQuotes,Magic Number,The method contains a magic number: 4,88
temp,org.apache.ki.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndDifferentQuoteCharsWhileRetainingQuotes,Magic Number,The method contains a magic number: 2,88
temp,org.apache.ki.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndDifferentQuoteCharsWhileRetainingQuotes,Magic Number,The method contains a magic number: 3,88
temp,org.apache.ki.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndEscapedQuotes,Magic Number,The method contains a magic number: 4,100
temp,org.apache.ki.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndEscapedQuotes,Magic Number,The method contains a magic number: 2,100
temp,org.apache.ki.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndEscapedQuotes,Magic Number,The method contains a magic number: 3,100
temp,(default package),Quickstart,main,Empty catch clause,The method has an empty catch block.,43
temp,(default package),Quickstart,main,Long Statement,The length of the statement "log.info("The account for username " + token.getPrincipal() + " is locked. "+ "Please contact your administrator to unlock it.");" is 129.,43
temp,(default package),Quickstart,main,Long Statement,The length of the statement "log.info("You are permitted to 'drive' the winnebago with license plate (id) 'eagle5'. " + "Here are the keys - have fun!");" is 124.,43
temp,org.apache.ki.samples.spring,DefaultSampleManager,getValue,Long Statement,The length of the statement "log.debug("retrieving session key [" + VALUE_KEY + "] with value ["+ value+ "] on session with id ["+ session.getId()+ "]");" is 124.,63
temp,org.apache.ki.samples.spring,DefaultSampleManager,setValue,Long Statement,The length of the statement "log.debug("saving session key [" + VALUE_KEY + "] with value ["+ newValue+ "] on session with id ["+ session.getId()+ "]");" is 123.,78
temp,org.apache.ki.samples.spring.ui,WebStartView,afterPropertiesSet,Magic Number,The method contains a magic number: 20,78
temp,org.apache.ki.samples.spring.ui,WebStartView,afterPropertiesSet,Magic Number,The method contains a magic number: 500,78
temp,org.apache.ki.samples.spring.ui,WebStartView,afterPropertiesSet,Magic Number,The method contains a magic number: 200,78
temp,org.apache.ki.samples.spring.ui,WebStartView,actionPerformed,Long Statement,The length of the statement "JOptionPane.showMessageDialog(frame`"Unauthorized to perform action: " + ae.getMessage()`"Unauthorized"`JOptionPane.WARNING_MESSAGE);" is 133.,132
temp,org.apache.ki.samples.spring.web,JnlpController,handleRequestInternal,Magic Number,The method contains a magic number: 80,67
temp,org.jsecurity.samples.sprhib.dao,BootstrapDataPopulator,afterPropertiesSet,Long Statement,The length of the statement "jdbcTemplate.execute("insert into users(id`username`email`password) values (1` 'admin'` 'sample@ki.apache.org'` '" + new Sha256Hash("admin").toHex() + "')");" is 157.,50
temp,org.jsecurity.samples.sprhib.model,Role,getName,Magic Number,The method contains a magic number: 100,63
temp,org.jsecurity.samples.sprhib.model,Role,getDescription,Magic Number,The method contains a magic number: 255,74
temp,org.jsecurity.samples.sprhib.model,User,getUsername,Magic Number,The method contains a magic number: 100,59
temp,org.jsecurity.samples.sprhib.model,User,getPassword,Magic Number,The method contains a magic number: 255,85
temp,org.jsecurity.samples.sprhib.web,SecurityController,login,Long Statement,The length of the statement "UsernamePasswordToken token=new UsernamePasswordToken(command.getUsername()`command.getPassword()`command.isRememberMe());" is 122.,44
temp,org.apache.ki.cache.ehcache,EhCacheManager,getCache,Complex Method,Cyclomatic complexity of the method is 8,162
temp,org.apache.ki.cache.ehcache,EhCacheManager,getCache,Long Identifier,The length of the field DEFAULT_ACTIVE_SESSIONS_CACHE_NAME is 34.,162
temp,org.apache.ki.cache.ehcache,EhCacheManager,getCache,Long Statement,The length of the statement "log.info("Creating " + DEFAULT_ACTIVE_SESSIONS_CACHE_NAME + " cache with default Apache Ki "+ "session cache settings.");" is 121.,162
temp,org.apache.ki.cache.ehcache,EhCacheManager,buildDefaultActiveSessionsCache,Long Identifier,The length of the field DEFAULT_ACTIVE_SESSIONS_CACHE_NAME is 34.,206
temp,org.apache.ki.cache.ehcache,EhCacheManager,buildDefaultActiveSessionsCache,Long Identifier,The length of the field DEFAULT_ACTIVE_SESSIONS_CACHE_MAX_ELEM_IN_MEM is 45.,206
temp,org.apache.ki.cache.ehcache,EhCacheManager,buildDefaultActiveSessionsCache,Long Identifier,The length of the field DEFAULT_ACTIVE_SESSIONS_DISK_EXPIRY_THREAD_INTERVAL_SECONDS is 59.,206
temp,org.apache.ki.cache.ehcache,EhCacheManager,buildDefaultActiveSessionsCache,Long Statement,The length of the statement "return new net.sf.ehcache.Cache(DEFAULT_ACTIVE_SESSIONS_CACHE_NAME`DEFAULT_ACTIVE_SESSIONS_CACHE_MAX_ELEM_IN_MEM`true`true`0`0`true`DEFAULT_ACTIVE_SESSIONS_DISK_EXPIRY_THREAD_INTERVAL_SECONDS);" is 193.,206
temp,org.apache.ki.session.mgt.quartz,QuartzSessionValidationScheduler,enableSessionValidation,Long Statement,The length of the statement "log.debug("Scheduling session validation job using Quartz with " + "session validation interval of [" + sessionValidationInterval + "]ms...");" is 142.,146
temp,org.apache.ki.session.mgt.quartz,QuartzSessionValidationScheduler,enableSessionValidation,Long Statement,The length of the statement "SimpleTrigger trigger=new SimpleTrigger(getClass().getName()`Scheduler.DEFAULT_GROUP`SimpleTrigger.REPEAT_INDEFINITELY`sessionValidationInterval);" is 146.,146
temp,org.apache.ki.session.mgt.quartz,QuartzSessionValidationScheduler,disableSessionValidation,Complex Method,Cyclomatic complexity of the method is 9,188
temp,org.apache.ki.session.mgt.quartz,QuartzSessionValidationScheduler,disableSessionValidation,Long Statement,The length of the statement "log.warn("getScheduler() method returned a null Quartz scheduler` which is unexpected. Please " + "check your configuration and/or implementation. Returning quietly since there is no " + "validation job to remove (scheduler does not exist).");" is 243.,188
temp,org.apache.ki.spring,SpringIniWebConfiguration,init,Long Identifier,The length of the field SECURITY_MANAGER_BEAN_NAME_PARAM_NAME is 37.,91
temp,org.apache.ki.spring,SpringIniWebConfiguration,getOrCreateSecurityManager,Long Statement,The length of the statement "String msg="Unable to locate a " + SecurityManager.class.getName() + " instance in the "+ "Spring WebApplicationContext. You can 1) simply just define the securityManager as a bean ("+ "it will be automatically located based on type) or "+ "2) explicitly specifify which bean is retrieved by setting this filter's "+ "'securityManagerBeanName' init-param or 3) define one or more "+ Realm.class.getName()+ " instances and a default SecurityManager using those realms will be created automatically.";" is 499.,113
temp,org.apache.ki.spring,SpringIniWebConfiguration,createDefaultSecurityManagerFromRealms,Long Statement,The length of the statement "log.warn("Attempted to set realms declared in Spring on SecurityManager` but was not of " + "type RealmSecurityManager - instead was of type: " + securityManager.getClass().getName());" is 184.,141
temp,org.apache.ki.spring,SpringIniWebConfiguration,getSecurityManagerByType,Long Identifier,The length of the field DEFAULT_SECURITY_MANAGER_BEAN_ID is 32.,172
temp,org.apache.ki.spring,SpringIniWebConfiguration,getSecurityManagerByType,Long Statement,The length of the statement "String msg="There is more than one bean of type " + SecurityManager.class.getName() + " available in the "+ "Spring WebApplicationContext. Please specify which bean should be used by "+ "setting this filter's 'securityManagerBeanName' init-param or by naming one of the "+ "security managers '"+ DEFAULT_SECURITY_MANAGER_BEAN_ID+ "'.";" is 335.,172
temp,org.apache.ki.spring.remoting,SecureRemoteInvocationExecutor,invoke,Long Statement,The length of the statement "log.trace("RemoteInvocation did not contain a Apache Ki Session id attribute under " + "key [" + SecureRemoteInvocationFactory.SESSION_ID_KEY + "]. A Subject based "+ "on an existing Session will not be available during the method invocatin.");" is 244.,78
temp,org.apache.ki.spring.remoting,SecureRemoteInvocationFactory,createRemoteInvocation,Long Identifier,The length of the field SESSION_ID_SYSTEM_PROPERTY_NAME is 31.,56
temp,org.apache.ki.spring.remoting,SecureRemoteInvocationFactory,createRemoteInvocation,Long Statement,The length of the statement "log.trace("No Session found for the currently executing subject via subject.getSession(false). " + "Attempting to revert back to the 'ki.session.id' system property...");" is 170.,56
temp,org.apache.ki.spring.remoting,SecureRemoteInvocationFactory,createRemoteInvocation,Long Statement,The length of the statement "log.trace("No 'ki.session.id' system property found. Heuristics have been exhausted; " + "RemoteInvocation will not contain a sessionId.");" is 139.,56
temp,org.apache.ki.spring.security.interceptor,AuthorizationAttributeSourceAdvisor,matches,Long Statement,The length of the statement "return ((method.getAnnotation(RequiresPermissions.class) != null) || (method.getAnnotation(RequiresRoles.class) != null) || (method.getAnnotation(RequiresUser.class) != null)|| (method.getAnnotation(RequiresGuest.class) != null)|| (method.getAnnotation(RequiresAuthentication.class) != null));" is 293.,63
temp,org.apache.ki.spring.security.interceptor,AuthorizationAttributeSourceAdvisor,afterPropertiesSet,Long Statement,The length of the statement "log.trace("No authorization advice explicitly configured via the 'advice' " + "property. Attempting to set " + "default instance of type [" + AopAllianceAnnotationsAuthorizingMethodInterceptor.class.getName() + "]");" is 216.,87
temp,org.apache.ki.web.attr,AbstractWebAttribute,storeValue,Long Statement,The length of the statement "log.debug("Found existing value stored under name [" + getName() + "]. Ignoring new "+ "storage request - this store is immutable after the value has initially been set.");" is 172.,222
temp,org.apache.ki.web.attr,CookieAttribute,onStoreValue,Long Statement,The length of the statement "log.trace("Added Cookie [" + name + "] to path ["+ path+ "] with value ["+ stringValue+ "] to the HttpServletResponse.");" is 121.,283
temp,org.apache.ki.web.attr,RequestParamAttribute,removeValue,Long Statement,The length of the statement "String msg="Asked to remove WebAttribute value. A " + getClass().getName() + " implementation "+ "cannot remove values from the request params.";" is 145.,56
temp,org.apache.ki.web.attr,CookieAttributeTest,testRemoveValue,Magic Number,The method contains a magic number: 2351234,51
temp,org.apache.ki.web.attr,CookieAttributeTest,testRemoveValue,Magic Number,The method contains a magic number: 2,51
temp,org.apache.ki.web.attr,CookieAttributeTest,eqCookie,Long Statement,The length of the statement "return c.getName().equals(in.getName()) && c.getPath().equals(in.getPath()) && c.getMaxAge() == in.getMaxAge() && c.getSecure() == in.getSecure() && c.getValue().equals(in.getValue());" is 184.,107
temp,org.apache.ki.web.attr,CookieAttributeTest,matches,Long Statement,The length of the statement "return c.getName().equals(in.getName()) && c.getPath().equals(in.getPath()) && c.getMaxAge() == in.getMaxAge() && c.getSecure() == in.getSecure() && c.getValue().equals(in.getValue());" is 184.,109
temp,org.apache.ki.web.attr,CookieAttributeTest,testRemoveValueWithNullContext,Magic Number,The method contains a magic number: 2351234,128
temp,org.apache.ki.web.attr,CookieAttributeTest,testRemoveValueWithNullContext,Magic Number,The method contains a magic number: 2,128
temp,org.apache.ki.web.config,IniWebConfiguration,assertFilter,Long Statement,The length of the statement "String msg="[" + FILTERS + "] section specified a filter named '"+ name+ "'` which does not "+ "implement the "+ Filter.class.getName()+ " interface. Only Filter implementations may be "+ "defined.";" is 199.,315
temp,org.apache.ki.web.config,IniWebConfiguration,createChains,Complex Method,Cyclomatic complexity of the method is 15,360
temp,org.apache.ki.web.config,IniWebConfiguration,createChains,Long Statement,The length of the statement "String msg="Path [" + path + "] specified a filter named '"+ name+ "'` but that "+ "filter has not been specified in the ["+ FILTERS+ "] section.";" is 147.,360
temp,org.apache.ki.web.config,IniWebConfiguration,createChains,Magic Number,The method contains a magic number: 2,360
temp,org.apache.ki.web.config,IniWebConfiguration,createChains,Magic Number,The method contains a magic number: 2,360
temp,org.apache.ki.web,DefaultWebSecurityManager,getSessionManagerForCookieAttributes,Long Statement,The length of the statement "String msg="The convenience passthrough methods for setting session id cookie attributes " + "are only available when the underlying SessionManager implementation is " + DefaultWebSessionManager.class.getName() + "` which is enabled by default when the "+ "sessionMode is 'ki'.";" is 279.,106
temp,org.apache.ki.web,DefaultWebSecurityManager,setSessionMode,Long Statement,The length of the statement "String msg="Invalid sessionMode [" + sessionMode + "]. Allowed values are "+ "public static final String constants in the "+ getClass().getName()+ " class: '"+ HTTP_SESSION_MODE+ "' or '"+ KI_SESSION_MODE+ "'` with '"+ HTTP_SESSION_MODE+ "' being the default.";" is 261.,138
temp,org.apache.ki.web,RedirectView,urlEncode,Long Statement,The length of the statement "log.debug("Only JDK 1.3 URLEncoder available: using platform default encoding " + "instead of the requested scheme '" + encodingScheme + "'");" is 142.,253
temp,org.apache.ki.web,RedirectView,sendRedirect,Magic Number,The method contains a magic number: 303,288
temp,org.apache.ki.web,WebRememberMeManager,WebRememberMeManager,Long Identifier,The length of the field DEFAULT_REMEMBER_ME_COOKIE_NAME is 31.,73
temp,org.apache.ki.web,WebRememberMeManager,WebRememberMeManager,Magic Number,The method contains a magic number: 3,73
temp,org.apache.ki.web,WebRememberMeManager,assertCookieAttribute,Long Statement,The length of the statement "String msg="Attempting to access a Cookie property` but the underlying " + WebAttribute.class.getName() + " instance is not a "+ CookieAttribute.class.getName()+ " instance. This is expected if you "+ "are accessing or modifying a cookie property.";" is 249.,91
temp,org.apache.ki.web,WebRememberMeManager,ensurePadding,Magic Number,The method contains a magic number: 4,241
temp,org.apache.ki.web,WebRememberMeManager,ensurePadding,Magic Number,The method contains a magic number: 4,241
temp,org.apache.ki.web,WebUtils,getContextPath,Long Identifier,The length of the field INCLUDE_CONTEXT_PATH_ATTRIBUTE is 30.,168
temp,org.apache.ki.web,WebUtils,decodeRequestString,Long Statement,The length of the statement "log.warn("Could not decode request string [" + source + "] with encoding '"+ enc+ "': falling back to platform default encoding; exception message: "+ ex.getMessage());" is 168.,189
temp,org.apache.ki.web,WebUtils,issueRedirect,Long Parameter List,The method has 6 parameters. ,480
temp,org.apache.ki.web,WebUtils,issueRedirect,Long Parameter List,The method has 5 parameters. ,523
temp,org.apache.ki.web,WebUtils,isTrue,Long Statement,The length of the statement "return value != null && (value.equalsIgnoreCase("true") || value.equalsIgnoreCase("t") || value.equalsIgnoreCase("1")|| value.equalsIgnoreCase("enabled")|| value.equalsIgnoreCase("y")|| value.equalsIgnoreCase("yes")|| value.equalsIgnoreCase("on"));" is 248.,538
