Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
temp,org.jsecurity.realm,AuthorizingRealm,getAuthorizingAccount,Long Statement,The length of the statement "throw new AuthorizationException("Specified principals argument is null and authorization checks cannot " + "occur without a known account identity.");" is 151.,263
temp,org.jsecurity.realm,AuthorizingRealm,assertNotNullAccount,Long Statement,The length of the statement "throw new MissingAccountException("No Account found for Subject principals [" + principals + "] The Subject has been automatically logged out.");" is 145.,274
temp,org.jsecurity.realm,AuthorizingRealm,assertAuthorizingAccount,Long Statement,The length of the statement "String msg="Underlying Account instance [" + account + "] does not implement the "+ AuthorizingAccount.class.getName()+ " interface. The JSecurity "+ AuthorizingRealm.class.getName()+ " class and its default implementations can only provide default "+ "authorization (access control) support for Accounts that implement this interface. If you do not "+ "wish to implement this interface` you will need to override all of this Realm's Authorizer methods "+ "to perform the authorization check explicitly.\n\nNote that there is nothing wrong with this "+ "approach since it often gives finer control of how authorization checks occur` but you would have "+ "to override these methods explicitly since JSecurity can't infer your application's security "+ "data model.";" is 766.,282
temp,org.jsecurity.realm.jdbc,JdbcRealm,getPasswordForUser,Long Statement,The length of the statement "throw new AuthenticationException("More than one user row found for user [" + username + "]. Usernames must be unique.");" is 121.,216
temp,org.jsecurity.realm.jndi,JndiRealmFactory,setJndiNames,Long Statement,The length of the statement "String msg="One or more comma-delimited jndi names must be specified for the " + getClass().getName() + " to locate Realms.";" is 125.,71
temp,org.jsecurity.realm.ldap,DefaultLdapContextFactory,getLdapContext,Complex Conditional,The conditional expression usePooling && username != null && username.equals(systemUsername) is complex.,200
temp,org.jsecurity.realm.ldap,DefaultLdapContextFactory,getLdapContext,Complex Method,Cyclomatic complexity of the method is 9,200
temp,org.jsecurity.realm.ldap,DefaultLdapContextFactory,getLdapContext,Long Identifier,The length of the field SUN_CONNECTION_POOLING_PROPERTY is 31.,200
temp,org.jsecurity.realm.ldap,DefaultLdapContextFactory,getLdapContext,Long Statement,The length of the statement "log.debug("Initializing LDAP context using URL [" + url + "] and username ["+ systemUsername+ "] "+ "with pooling ["+ (usePooling ? "enabled" : "disabled")+ "]");" is 162.,200
temp,org.jsecurity.realm.text,PropertiesRealm,afterRoleCacheSet,Long Statement,The length of the statement "log.info("Unable to find a jsecurity-users.properties file at location [" + this.resourcePath + "]. "+ "Defaulting to JSecurity's failsafe properties file (demo use only).");" is 174.,115
temp,org.jsecurity.realm.text,PropertiesRealm,startReloadThread,Long Statement,The length of the statement "((ScheduledExecutorService)this.scheduler).scheduleAtFixedRate(this`reloadIntervalSeconds`reloadIntervalSeconds`TimeUnit.SECONDS);" is 130.,145
temp,org.jsecurity.realm.text,PropertiesRealm,loadProperties,Long Statement,The length of the statement "throw new IllegalStateException("The resourcePath property is not set. " + "It must be set prior to this realm being initialized.");" is 132.,204
temp,org.jsecurity.realm.text,PropertiesRealm,loadProperties,Long Statement,The length of the statement "throw new JSecurityException("Error reading properties path [" + resourcePath + "]. "+ "Initializing of the realm from this file failed."`e);" is 141.,218
temp,org.jsecurity.realm.text,PropertiesRealm,restart,Empty catch clause,The method has an empty catch block.,278
temp,org.jsecurity.realm.text,PropertiesRealm,restart,Long Statement,The length of the statement "throw new IllegalStateException("The resourcePath property is not set. " + "It must be set prior to this realm being initialized.");" is 132.,278
temp,org.jsecurity.realm.text,PropertiesRealm,createRealmEntitiesFromProperties,Long Statement,The length of the statement "String msg="Encountered unexpected key/value pair. All keys must be prefixed with either '" + USERNAME_PREFIX + "' or '"+ ROLENAME_PREFIX+ "'.";" is 144.,297
temp,org.jsecurity.realm.text,TextConfigurationRealm,processUserDefinitions,Complex Method,Cyclomatic complexity of the method is 8,146
temp,org.jsecurity.session.mgt,AbstractValidatingSessionManager,isSessionValidationSchedulerEnabled,Long Identifier,The length of the field sessionValidationSchedulerEnabled is 33.,68
temp,org.jsecurity.session.mgt,AbstractValidatingSessionManager,setSessionValidationSchedulerEnabled,Long Identifier,The length of the parameter sessionValidationSchedulerEnabled is 33.,72
temp,org.jsecurity.session.mgt,AbstractValidatingSessionManager,setSessionValidationSchedulerEnabled,Long Identifier,The length of the field sessionValidationSchedulerEnabled is 33.,72
temp,org.jsecurity.session.mgt,AbstractValidatingSessionManager,validate,Long Statement,The length of the statement "String msg="Session with id [" + sessionId + "] has expired. "+ "Last access time: "+ df.format(lastAccessTime)+ ". Current time: "+ df.format(new Date())+ ". Session timeout is set to "+ timeout / MILLIS_PER_SECOND + " seconds (" + timeout / MILLIS_PER_MINUTE + " minutes)";" is 275.,138
temp,org.jsecurity.session.mgt,AbstractValidatingSessionManager,validate,Long Statement,The length of the statement "String msg="Session with id [" + session.getId() + "] has been "+ "explicitly stopped. No further interaction under this session is "+ "allowed.";" is 146.,138
temp,org.jsecurity.session.mgt,AbstractValidatingSessionManager,isExpired,Long Statement,The length of the statement "String msg="session.lastAccessTime for session with id [" + session.getId() + "] is null. This value must be set at "+ "least once` preferably at least upon instantiation. Please check the "+ session.getClass().getName()+ " implementation and ensure "+ "this value will be set (perhaps in the constructor?)";" is 308.,174
temp,org.jsecurity.session.mgt.eis,CachingSessionDAO,ensureUncached,Long Statement,The length of the statement "String msg="There is an existing session already created with session id [" + sessionId + "]. Session ID's must be unique.";" is 124.,169
temp,org.jsecurity.session.mgt.eis,MemorySessionDAO,getRandomNumberGenerator,Long Identifier,The length of the field RANDOM_NUM_GENERATOR_ALGORITHM_NAME is 35.,62
temp,org.jsecurity.session.mgt.eis,MemorySessionDAO,getRandomNumberGenerator,Long Statement,The length of the statement "String msg="On Java 1.4 platforms and below` there is no built-in UUID class (Java 1.5 and above " + "only) to use for Session ID generation - reverting to SecureRandom number generator. " + "Although this is probably sufficient for all but high user volume applications` if you "+ "see ID collision` you will want to upgrade to JDK 1.5 or better as soon as possible` or "+ "subclass the " + getClass().getName() + " class and override the #generateNewSessionId() "+ "method to use a better algorithm.";" is 503.,62
temp,org.jsecurity.session.mgt.quartz,QuartzSessionValidationScheduler,startSessionValidation,Long Statement,The length of the statement "log.debug("Scheduling session validation job using Quartz with " + "session validation interval of [" + sessionValidationInterval + "]ms...");" is 142.,136
temp,org.jsecurity.session.mgt.quartz,QuartzSessionValidationScheduler,startSessionValidation,Long Statement,The length of the statement "SimpleTrigger trigger=new SimpleTrigger(getClass().getName()`Scheduler.DEFAULT_GROUP`SimpleTrigger.REPEAT_INDEFINITELY`sessionValidationInterval);" is 146.,136
temp,org.jsecurity.session.mgt.quartz,QuartzSessionValidationScheduler,stopSessionValidation,Complex Method,Cyclomatic complexity of the method is 9,177
temp,org.jsecurity.session.mgt.quartz,QuartzSessionValidationScheduler,stopSessionValidation,Long Statement,The length of the statement "log.warn("getScheduler() method returned a null Quartz scheduler` which is unexpected. Please " + "check your configuration and/or implementation. Returning quietly since there is no " + "validation job to remove (scheduler does not exist).");" is 243.,177
temp,org.jsecurity.subject,AbstractRememberMeManager,isRememberMe,Long Statement,The length of the statement "return token != null && (token instanceof RememberMeAuthenticationToken) && ((RememberMeAuthenticationToken)token).isRememberMe();" is 130.,129
temp,org.jsecurity.subject,AbstractRememberMeManager,onSuccessfulLogin,Long Statement,The length of the statement "log.debug("AuthenticationToken did not indicate RememberMe is requested. " + "RememberMe functionality will not be executed for corresponding Account.");" is 153.,134
temp,org.jsecurity.subject,AbstractRememberMeManager,rememberIdentity,Long Statement,The length of the statement "log.warn("Unable to serialize account principals [" + accountPrincipals + "]. Identity "+ "cannot be remembered! This is a non fatal exception as RememberMe identity services "+ "are not considered critical and execution can continue as normal. But please "+ "investigate and resolve to prevent seeing this message again."`se);" is 327.,162
temp,org.jsecurity.subject,AbstractRememberMeManager,getRememberedPrincipals,Long Statement,The length of the statement "log.warn("Unable to deserialize stored identity byte array. Remembered identity " + "cannot be reconstituted! This is a non fatal exception as RememberMe identity services " + "are not considered critical and execution can continue as normal` but please "+ "investigate and resolve to prevent seeing this message again."`e);" is 324.,179
temp,org.jsecurity.subject,DelegatingSubject,DelegatingSubject,Long Parameter List,The method has 5 parameters. ,87
temp,org.jsecurity.subject,DelegatingSubject,assertAuthzCheckPossible,Long Statement,The length of the statement "String msg="Account data has not yet been associated with this Subject instance" + "(this can be done by executing " + Subject.class.getName() + ".login(AuthenticationToken) )."+ "Therefore` authorization operations are not possible (a Subject/Account identity is required first). "+ "Denying authorization.";" is 309.,191
temp,org.jsecurity.subject,DelegatingSubject,login,Long Statement,The length of the statement "String msg="Principals returned from securityManager.login( token ) returned a null or " + "empty value. This value must be non null` and if a collection` the collection must " + "be populated with one or more elements. Please check the SecurityManager "+ "implementation to ensure this happens after a successful login attempt.";" is 330.,258
temp,org.jsecurity.subject,DelegatingSubject,getSession,Long Statement,The length of the statement "log.trace("attempting to get session; create = " + create + "; session is null = "+ (this.session == null)+ "; session has id = "+ (this.session != null && session.getId() != null));" is 182.,290
temp,org.jsecurity.subject,SimplePrincipalCollection,equals,Long Statement,The length of the statement "return this.realmPrincipals != null ? this.realmPrincipals.equals(other.realmPrincipals) : other.realmPrincipals == null;" is 121.,180
temp,org.jsecurity.util,AntPathMatcher,doMatch,Complex Conditional,The conditional expression pattIdxStart == pattIdxEnd && pattDirs[pattIdxStart].equals("*") && path.endsWith(this.pathSeparator) is complex.,95
temp,org.jsecurity.util,AntPathMatcher,doMatch,Complex Method,Cyclomatic complexity of the method is 29,95
temp,org.jsecurity.util,AntPathMatcher,doMatch,Long Method,The method has 102 lines of code.,95
temp,org.jsecurity.util,AntPathMatcher,matchStrings,Complex Method,Cyclomatic complexity of the method is 32,229
temp,org.jsecurity.util,AntPathMatcher,matchStrings,Long Method,The method has 106 lines of code.,229
temp,org.jsecurity.util,AntPathMatcher,extractPathWithinPattern,Complex Conditional,The conditional expression (patternPart.indexOf('*') > -1 || patternPart.indexOf('?') > -1) && pathParts.length >= i + 1 is complex.,376
temp,org.jsecurity.util,AntPathMatcher,extractPathWithinPattern,Complex Conditional,The conditional expression puts > 0 || (i == 0 && !pattern.startsWith(this.pathSeparator)) is complex.,376
temp,org.jsecurity.util,CollectionUtils,newLinkedHashSet,Magic Number,The method contains a magic number: 4,33
temp,org.jsecurity.util,CollectionUtils,newLinkedHashSet,Magic Number,The method contains a magic number: 3,33
temp,org.jsecurity.util,CollectionUtils,computeArrayListCapacity,Magic Number,The method contains a magic number: 5L,47
temp,org.jsecurity.util,CollectionUtils,computeArrayListCapacity,Magic Number,The method contains a magic number: 10,47
temp,org.jsecurity.util,StringUtils,splitKeyValue,Long Statement,The length of the statement "String msg="Unable to determine Key/Value pair from line [" + line + "]. There is no space from "+ "which the split location could be determined.";" is 147.,219
temp,org.jsecurity.util,StringUtils,splitKeyValue,Magic Number,The method contains a magic number: 2,219
temp,org.jsecurity.util,StringUtils,splitKeyValue,Magic Number,The method contains a magic number: 2,219
temp,org.jsecurity.util,StringUtils,splitKeyValue,Magic Number,The method contains a magic number: 2,219
temp,org.jsecurity.util,StringUtils,splitKeyValue,Magic Number,The method contains a magic number: 2,219
temp,org.jsecurity.util,StringUtils,split,Complex Conditional,The conditional expression inQuotes && line.length() > (i + 1) && line.charAt(i + 1) == beginQuoteChar is complex.,272
temp,org.jsecurity.util,StringUtils,split,Complex Method,Cyclomatic complexity of the method is 11,272
temp,org.jsecurity.util,StringUtils,split,Long Parameter List,The method has 6 parameters. ,272
temp,org.jsecurity.util,ThreadContext,get,Long Statement,The length of the statement "String msg="Retrieved value of type [" + value.getClass().getName() + "] for key ["+ key+ "] "+ "bound to thread ["+ Thread.currentThread().getName()+ "]";" is 155.,75
temp,org.jsecurity.util,ThreadContext,put,Long Statement,The length of the statement "String msg="Bound value of type [" + value.getClass().getName() + "] for key ["+ key+ "] to thread "+ "["+ Thread.currentThread().getName()+ "]";" is 145.,97
temp,org.jsecurity.util,ThreadContext,remove,Long Statement,The length of the statement "String msg="Removed value of type [" + value.getClass().getName() + "] for key ["+ key+ "]"+ "from thread ["+ Thread.currentThread().getName()+ "]";" is 148.,131
temp,org.jsecurity.util,StringUtilsTest,splitWithCommas,Magic Number,The method contains a magic number: 5,37
temp,org.jsecurity.util,StringUtilsTest,splitWithCommas,Magic Number,The method contains a magic number: 2,37
temp,org.jsecurity.util,StringUtilsTest,splitWithCommas,Magic Number,The method contains a magic number: 3,37
temp,org.jsecurity.util,StringUtilsTest,splitWithCommas,Magic Number,The method contains a magic number: 4,37
temp,org.jsecurity.util,StringUtilsTest,splitWithCommasAndSpaces,Magic Number,The method contains a magic number: 5,50
temp,org.jsecurity.util,StringUtilsTest,splitWithCommasAndSpaces,Magic Number,The method contains a magic number: 2,50
temp,org.jsecurity.util,StringUtilsTest,splitWithCommasAndSpaces,Magic Number,The method contains a magic number: 3,50
temp,org.jsecurity.util,StringUtilsTest,splitWithCommasAndSpaces,Magic Number,The method contains a magic number: 4,50
temp,org.jsecurity.util,StringUtilsTest,splitWithQuotedCommasAndSpaces,Magic Number,The method contains a magic number: 4,63
temp,org.jsecurity.util,StringUtilsTest,splitWithQuotedCommasAndSpaces,Magic Number,The method contains a magic number: 2,63
temp,org.jsecurity.util,StringUtilsTest,splitWithQuotedCommasAndSpaces,Magic Number,The method contains a magic number: 3,63
temp,org.jsecurity.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndDifferentQuoteChars,Magic Number,The method contains a magic number: 4,75
temp,org.jsecurity.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndDifferentQuoteChars,Magic Number,The method contains a magic number: 2,75
temp,org.jsecurity.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndDifferentQuoteChars,Magic Number,The method contains a magic number: 3,75
temp,org.jsecurity.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndDifferentQuoteCharsWhileRetainingQuotes,Magic Number,The method contains a magic number: 4,87
temp,org.jsecurity.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndDifferentQuoteCharsWhileRetainingQuotes,Magic Number,The method contains a magic number: 2,87
temp,org.jsecurity.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndDifferentQuoteCharsWhileRetainingQuotes,Magic Number,The method contains a magic number: 3,87
temp,org.jsecurity.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndEscapedQuotes,Magic Number,The method contains a magic number: 4,99
temp,org.jsecurity.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndEscapedQuotes,Magic Number,The method contains a magic number: 2,99
temp,org.jsecurity.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndEscapedQuotes,Magic Number,The method contains a magic number: 3,99
temp,org.jsecurity.web.attr,AbstractWebAttribute,storeValue,Long Statement,The length of the statement "log.debug("Found existing value stored under name [" + getName() + "]. Ignoring new "+ "storage request - this store is immutable after the value has initially been set.");" is 172.,223
temp,org.jsecurity.web.attr,CookieAttribute,onStoreValue,Long Statement,The length of the statement "log.trace("Added Cookie [" + name + "] to path ["+ path+ "] with value ["+ stringValue+ "] to the HttpServletResponse.");" is 121.,244
temp,org.jsecurity.web.attr,RequestParamAttribute,removeValue,Long Statement,The length of the statement "String msg="Asked to remove WebAttribute value. A " + getClass().getName() + " implementation "+ "cannot remove values from the request params.";" is 145.,49
temp,org.jsecurity.web.attr,CookieAttributeTest,testRemoveValue,Magic Number,The method contains a magic number: 2351234,47
temp,org.jsecurity.web.config,IniWebConfiguration,assertFilter,Long Statement,The length of the statement "String msg="[" + FILTERS + "] section specified a filter named '"+ name+ "'` which does not "+ "implement the "+ Filter.class.getName()+ " interface. Only Filter implementations may be "+ "defined.";" is 199.,176
temp,org.jsecurity.web.config,IniWebConfiguration,createChains,Complex Method,Cyclomatic complexity of the method is 15,221
temp,org.jsecurity.web.config,IniWebConfiguration,createChains,Long Statement,The length of the statement "String msg="Path [" + path + "] specified a filter named '"+ name+ "'` but that "+ "filter has not been specified in the ["+ FILTERS+ "] section.";" is 147.,221
temp,org.jsecurity.web.config,IniWebConfiguration,createChains,Magic Number,The method contains a magic number: 2,221
temp,org.jsecurity.web.config,IniWebConfiguration,createChains,Magic Number,The method contains a magic number: 2,221
temp,org.jsecurity.web,DefaultWebSecurityManager,setSessionMode,Complex Conditional,The conditional expression sessionMode == null || (!sessionMode.equals(HTTP_SESSION_MODE) && !sessionMode.equals(JSECURITY_SESSION_MODE)) is complex.,144
temp,org.jsecurity.web,DefaultWebSecurityManager,setSessionMode,Long Statement,The length of the statement "String msg="Invalid sessionMode [" + sessionMode + "]. Allowed values are "+ "public static final String constants in the "+ getClass().getName()+ " class: '"+ HTTP_SESSION_MODE+ "' or '"+ JSECURITY_SESSION_MODE+ "'` with '"+ HTTP_SESSION_MODE+ "' being the default.";" is 268.,144
temp,org.jsecurity.web,DefaultWebSecurityManager,createSubject,Long Statement,The length of the statement "log.trace("No session found for the incoming request. The Subject instance created for " + "the incoming request will not have an associated Session.");" is 152.,226
temp,org.jsecurity.web,DefaultWebSecurityManager,createSubject,Long Parameter List,The method has 5 parameters. ,243
temp,org.jsecurity.web,RedirectView,urlEncode,Long Statement,The length of the statement "log.debug("Only JDK 1.3 URLEncoder available: using platform default encoding " + "instead of the requested scheme '" + encodingScheme + "'");" is 142.,252
temp,org.jsecurity.web,RedirectView,sendRedirect,Magic Number,The method contains a magic number: 303,287
temp,org.jsecurity.web,WebRememberMeManager,WebRememberMeManager,Long Identifier,The length of the field DEFAULT_REMEMBER_ME_COOKIE_NAME is 31.,63
temp,org.jsecurity.web,WebRememberMeManager,WebRememberMeManager,Magic Number,The method contains a magic number: 3,63
temp,org.jsecurity.web,WebRememberMeManager,assertCookieAttribute,Long Statement,The length of the statement "String msg="Attempting to access a Cookie property` but the underlying " + WebAttribute.class.getName() + " instance is not a "+ CookieAttribute.class.getName()+ " instance. This is expected if you "+ "are accessing or modifying a cookie property.";" is 249.,81
temp,org.jsecurity.web,WebUtils,getContextPath,Long Identifier,The length of the field INCLUDE_CONTEXT_PATH_ATTRIBUTE is 30.,155
temp,org.jsecurity.web,WebUtils,decodeRequestString,Long Statement,The length of the statement "log.warn("Could not decode request string [" + source + "] with encoding '"+ enc+ "': falling back to platform default encoding; exception message: "+ ex.getMessage());" is 168.,178
temp,org.jsecurity.web,WebUtils,issueRedirect,Long Parameter List,The method has 6 parameters. ,387
temp,org.jsecurity.web,WebUtils,issueRedirect,Long Parameter List,The method has 5 parameters. ,430
temp,org.jsecurity.web,WebUtils,isTrue,Long Statement,The length of the statement "return paramValue.equalsIgnoreCase("true") || paramValue.equalsIgnoreCase("t") || paramValue.equalsIgnoreCase("1")|| paramValue.equalsIgnoreCase("enabled")|| paramValue.equalsIgnoreCase("y")|| paramValue.equalsIgnoreCase("yes")|| paramValue.equalsIgnoreCase("on");" is 264.,445
temp,org.jsecurity.web,WebRememberMeManagerTest,getRememberedPrincipals,Long Statement,The length of the statement "final String userPCBlowfishBase64="clJgEjFZVuRRN5lCpInkOsawSaKK4hLwegZK/QgR1Thk380v5wL9pA1NZo7QHr7eg8BYryoQaGq0KkrLytelnsl1lierxE9EJ1typI2GpgMeG+HmceNdrlN6KGh4AmjLG3zCUPo8E+QzGVs/EO3PIAGyYYtuYbW++oJDr5xfY9DwK4Omq5GijZSSmdpOHiYelPMa1XLwT0D/kNCUm6EVfG6TKwxViNtGdyzknY7abNU7ucw2UWfjFe24hH0SL0hZMXjPQYtMnPl5J5qfjU4EXX1a/Ijn0IKUEk5BmY+ipc6irMI/Rrmumr46XAIU3uwWMxlbPxDtzyABsmGLbmG1vvqCQ6+cX2PQJ37oNcKqr4mV7ObN2EvWZ1uVbJlUdXeEQgghL3/ayatTs3hWwFGdNhgef8c8iX9wM5bEvxqqY9TMXEyLYLZeA8H6gNvJc6hRd0TQFkzUhjs=";" is 497.,59
temp,org.jsecurity.web.filter,PathMatchingFilter,preHandle,Complex Method,Cyclomatic complexity of the method is 8,63
temp,org.jsecurity.web.filter.authc,AuthenticationFilter,issueSuccessRedirect,Long Statement,The length of the statement "throw new IllegalArgumentException("Success URL not available via saved request or by calling getSuccessUrl(). " + "One of these must be non-null for issueSuccessRedirect() to work.");" is 184.,74
temp,org.jsecurity.web.filter.authc,BasicHttpAuthenticationFilter,executeLogin,Complex Method,Cyclomatic complexity of the method is 10,129
temp,org.jsecurity.web.filter.authc,FormAuthenticationFilter,onAccessDenied,Long Statement,The length of the statement "log.trace("Attempting to access a path which requires authentication. Forwarding to the " + "Authentication url [" + getLoginUrl() + "]");" is 138.,102
temp,org.jsecurity.web.servlet,AdviceFilter,doFilterInternal,Complex Method,Cyclomatic complexity of the method is 9,65
temp,org.jsecurity.web.servlet,AdviceFilter,doFilterInternal,Long Statement,The length of the statement "String msg="Filter execution resulted in an unexpected Exception " + "(not IOException or ServletException as the Filter api recommends). " + "Wrapping in ServletException and propagating.";" is 190.,65
temp,org.jsecurity.web.servlet,JSecurityFilter,getOrCreateSecurityManager,Long Statement,The length of the statement "log.info("Configuration instance [" + config + "] did not provide a SecurityManager. No config "+ "specified? Defaulting to a "+ DefaultWebSecurityManager.class.getName()+ " instance...");" is 188.,223
temp,org.jsecurity.web.servlet,JSecurityFilter,applyInitParams,Long Identifier,The length of the field CONFIG_CLASS_NAME_INIT_PARAM_NAME is 33.,245
temp,org.jsecurity.web.servlet,JSecurityFilter,applyInitParams,Long Statement,The length of the statement "String msg="configClassName fully qualified class name value [" + configCN + "] is not "+ "available in the classpath. Please ensure you have typed it correctly and the "+ "corresponding class or jar is in the classpath.";" is 222.,245
temp,org.jsecurity.web.servlet,JSecurityFilter,configure,Complex Method,Cyclomatic complexity of the method is 8,264
temp,org.jsecurity.web.servlet,JSecurityFilter,configure,Long Statement,The length of the statement "String msg="Attempting to inject the FilterConfig (using 'setFilterConfig' method) into the " + "instantiated WebConfiguration for any wrapped Filter initialization...";" is 169.,264
temp,org.jsecurity.web.servlet,JSecurityFilter,configure,Long Statement,The length of the statement "String msg="The 'config' filter param was specified` but there is no " + "'setConfig(String)' method on the Configuration instance [" + conf + "]. If you do "+ "not require the 'config' filter param` please comment it out` or if you do need it` "+ "please ensure your Configuration instance has a 'setConfig(String)' method to receive it.";" is 340.,264
temp,org.jsecurity.web.servlet,JSecurityFilter,configure,Long Statement,The length of the statement "String msg="The 'configUrl' filter param was specified` but there is no " + "'setConfigUrl(String)' method on the Configuration instance [" + conf + "]. If you do "+ "not require the 'configUrl' filter param` please comment it out` or if you do need it` "+ "please ensure your Configuration instance has a 'setConfigUrl(String)' method to receive it.";" is 352.,264
temp,org.jsecurity.web.servlet,JSecurityHttpServletRequest,isRequestedSessionIdValid,Long Identifier,The length of the field REFERENCED_SESSION_ID_IS_VALID is 30.,168
temp,org.jsecurity.web.servlet,JSecurityHttpServletResponse,doIsEncodeable,Complex Method,Cyclomatic complexity of the method is 11,153
temp,org.jsecurity.web.servlet,JSecurityHttpServletResponse,doIsEncodeable,Long Identifier,The length of the field DEFAULT_SESSION_ID_PARAMETER_NAME is 33.,153
temp,org.jsecurity.web.servlet,JSecurityHttpServletResponse,doIsEncodeable,Magic Number,The method contains a magic number: 443,153
temp,org.jsecurity.web.servlet,JSecurityHttpServletResponse,doIsEncodeable,Magic Number,The method contains a magic number: 80,153
temp,org.jsecurity.web.servlet,JSecurityHttpServletResponse,doIsEncodeable,Magic Number,The method contains a magic number: 443,153
temp,org.jsecurity.web.servlet,JSecurityHttpServletResponse,doIsEncodeable,Magic Number,The method contains a magic number: 80,153
temp,org.jsecurity.web.servlet,JSecurityHttpServletResponse,toAbsolute,Complex Conditional,The conditional expression (scheme.equals("http") && port != 80) || (scheme.equals("https") && port != 443) is complex.,200
temp,org.jsecurity.web.servlet,JSecurityHttpServletResponse,toAbsolute,Magic Number,The method contains a magic number: 80,200
temp,org.jsecurity.web.servlet,JSecurityHttpServletResponse,toAbsolute,Magic Number,The method contains a magic number: 443,200
temp,org.jsecurity.web.servlet,JSecurityHttpServletResponse,toEncoded,Long Identifier,The length of the field DEFAULT_SESSION_ID_PARAMETER_NAME is 33.,278
temp,org.jsecurity.web.servlet,JSecurityHttpSession,JSecurityHttpSession,Long Statement,The length of the statement "String msg="Session constructor argument cannot be an instance of WebSession. This is enforced to " + "prevent circular dependencies and infinite loops.";" is 154.,66
temp,org.jsecurity.web.servlet,JSecurityHttpSession,setMaxInactiveInterval,Magic Number,The method contains a magic number: 1000,101
temp,org.jsecurity.web.servlet,JSecurityHttpSession,getMaxInactiveInterval,Magic Number,The method contains a magic number: 1000,109
temp,org.jsecurity.web.servlet,ServletContextSupport,bind,Long Statement,The length of the statement "String msg=name + " already bound to ServletContext. Please check your configuration to ensure " + "you don't have mutliple SecurityManager Loaders configured (listener` servlet` etc).";" is 186.,76
temp,org.jsecurity.web.session,DefaultWebSessionManager,getSessionIdRequestParamAttribute,Long Identifier,The length of the field sessionIdRequestParamAttribute is 30.,66
temp,org.jsecurity.web.session,DefaultWebSessionManager,setSessionIdRequestParamAttribute,Long Identifier,The length of the parameter sessionIdRequestParamAttribute is 30.,70
temp,org.jsecurity.web.session,DefaultWebSessionManager,setSessionIdRequestParamAttribute,Long Identifier,The length of the field sessionIdRequestParamAttribute is 30.,70
temp,org.jsecurity.web.session,DefaultWebSessionManager,validateSessionOrigin,Long Statement,The length of the statement "String msg="No IP Address was specified when creating session with id [" + sessionId + "]. Attempting to access session from "+ "IP ["+ requestIp+ "]. Origin IP and request IP must match.";" is 189.,138
temp,org.jsecurity.web.session,DefaultWebSessionManager,validateSessionOrigin,Long Statement,The length of the statement "String msg="Session with id [" + sessionId + "] originated from ["+ originIp+ "]` but the current HttpServletRequest originated "+ "from ["+ requestIp+ "]. Disallowing session access: "+ "session origin and request origin must match to allow access.";" is 251.,138
temp,org.jsecurity.web.session,DefaultWebSessionManager,validateSessionOrigin,Long Statement,The length of the statement "String msg="No IP Address associated with the current HttpServletRequest. " + "Session with id [" + sessionId + "] originated from "+ "["+ originIp+ "]. Request IP must match the session's origin "+ "IP in order to gain access to that session.";" is 245.,138
temp,org.jsecurity.web.session,DefaultWebSessionManager,retrieveSessionId,Long Statement,The length of the statement "request.setAttribute(JSecurityHttpServletRequest.REFERENCED_SESSION_ID_SOURCE`JSecurityHttpServletRequest.COOKIE_SESSION_ID_SOURCE);" is 132.,184
temp,org.jsecurity.web.session,DefaultWebSessionManager,retrieveSessionId,Long Statement,The length of the statement "request.setAttribute(JSecurityHttpServletRequest.REFERENCED_SESSION_ID_SOURCE`JSecurityHttpServletRequest.URL_SESSION_ID_SOURCE);" is 129.,184
temp,org.jsecurity.web.session,DefaultWebSessionManager,getSession,Long Statement,The length of the statement "log.trace("Request Session is invalid` message: [" + ise.getMessage() + "]. Removing any "+ "associated session cookie...");" is 124.,224
temp,org.jsecurity.web.session,WebSession,WebSession,Long Statement,The length of the statement "String msg="HttpSession constructor argument cannot be an instance of JSecurityHttpSession. This " + "is enforced to prevent circular dependencies and infinite loops.";" is 168.,46
temp,org.jsecurity.web.session,WebSession,getTimeout,Magic Number,The method contains a magic number: 1000,82
temp,org.jsecurity.web.session,WebSession,setTimeout,Magic Number,The method contains a magic number: 1000,90
temp,org.jsecurity.web.session,WebSession,assertString,Long Statement,The length of the statement "String msg="HttpSession based implementations of the JSecurity Session interface requires attribute keys " + "to be String objects. The HttpSession class does not support anything other than String keys.";" is 205.,141
temp,org.jsecurity.web.tags,GuestTag,onDoStartTag,Long Statement,The length of the statement "log.trace("Subject does not exist or does not have a known identity (aka 'principal'). " + "Tag body will be evaluated.");" is 122.,36
temp,org.jsecurity.web.tags,PrincipalTag,getPrincipalProperty,Long Statement,The length of the statement "final String message="Property [" + property + "] not found in principal of type ["+ principal.getClass().getName()+ "]";" is 121.,169
