Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
temp,org.apache.shiro.crypto,JcaCipherService,newCipherInstance,Long Statement,The length of the statement "String msg="Unable to acquire a Java JCA Cipher instance using " + javax.crypto.Cipher.class.getName() + ".getInstance( \""+ transformationString+ "\" ). "+ getAlgorithmName()+ " under this configuration is required for the "+ getClass().getName()+ " instance to function.";" is 274.,394
temp,org.apache.shiro.crypto,JcaCipherService,init,Long Parameter List,The method has 5 parameters. ,466
temp,org.apache.shiro.crypto,JcaCipherService,encrypt,Long Statement,The length of the statement "throw new IllegalStateException("Initialization vector generation is enabled - generated vector" + "cannot be null or empty.");" is 127.,500
temp,org.apache.shiro.crypto,JcaCipherService,encrypt,Complex Conditional,The conditional expression prependIv && iv != null && iv.length > 0 is complex.,513
temp,org.apache.shiro.crypto,JcaCipherService,encrypt,Long Parameter List,The method has 5 parameters. ,513
temp,org.apache.shiro.crypto,JcaCipherService,decrypt,Long Statement,The length of the statement "throw new CryptoException("Unable to read initialization vector bytes from the InputStream. " + "This is required when initialization vectors are autogenerated during an encryption " + "operation.");" is 199.,530
temp,org.apache.shiro.crypto,JcaCipherService,crypt,Long Parameter List,The method has 5 parameters. ,563
temp,org.apache.shiro.crypto,SecureRandomNumberGeneratorTest,testDefaultNextBytesSize,Magic Number,The method contains a magic number: 64,33
temp,org.apache.shiro.crypto,SecureRandomNumberGeneratorTest,testDefaultNextBytesSize,Magic Number,The method contains a magic number: 64,33
temp,org.apache.shiro.crypto,SecureRandomNumberGeneratorTest,testNextBytesWithSize,Magic Number,The method contains a magic number: 8,71
temp,org.apache.shiro.crypto,SecureRandomNumberGeneratorTest,testNextBytesWithSize,Magic Number,The method contains a magic number: 8,71
temp,org.apache.shiro.crypto.hash,AbstractHash,doMain,Complex Conditional,The conditional expression args == null || args.length < 1 || args.length > 7 is complex.,310
temp,org.apache.shiro.crypto.hash,AbstractHash,doMain,Complex Method,Cyclomatic complexity of the method is 8,310
temp,org.apache.shiro.crypto.hash,AbstractHash,doMain,Long Statement,The length of the statement "String msg="Times argument must be followed by an integer value. The final argument is " + "reserved for the value to hash";" is 124.,310
temp,org.apache.shiro.crypto.hash,AbstractHash,doMain,Magic Number,The method contains a magic number: 7,310
temp,org.apache.shiro.crypto.hash,DefaultHashService,computeHash,Complex Conditional,The conditional expression request == null || request.getSource() == null || request.getSource().isEmpty() is complex.,117
temp,org.apache.shiro.crypto.hash.format,DefaultHashFormatFactory,getHashFormatClass,Complex Method,Cyclomatic complexity of the method is 11,151
temp,org.apache.shiro.crypto.hash.format,DefaultHashFormatFactory,getHashFormatClass,Complex Method,Cyclomatic complexity of the method is 9,229
temp,org.apache.shiro.crypto.hash.format,DefaultHashFormatFactory,lookupHashFormatClass,Empty catch clause,The method has an empty catch block.,333
temp,org.apache.shiro.crypto.hash.format,DefaultHashFormatFactory,assertHashFormatImpl,Long Statement,The length of the statement "throw new IllegalArgumentException("Discovered class [" + clazz.getName() + "] is not a "+ HashFormat.class.getName()+ " implementation.");" is 139.,342
temp,org.apache.shiro.crypto.hash.format,Shiro1CryptFormat,format,Long Statement,The length of the statement "StringBuilder sb=new StringBuilder(MCF_PREFIX).append(algorithmName).append(TOKEN_DELIMITER).append(iterations).append(TOKEN_DELIMITER);" is 136.,100
temp,org.apache.shiro.io,DefaultSerializer,serialize,Long Statement,The length of the statement "String msg="Unable to serialize object [" + o + "]. "+ "In order for the DefaultSerializer to serialize this object` the ["+ o.getClass().getName()+ "] "+ "class must implement java.io.Serializable.";" is 200.,30
temp,org.apache.shiro.io,ResourceUtils,hasResourcePrefix,Long Statement,The length of the statement "return resourcePath != null && (resourcePath.startsWith(CLASSPATH_PREFIX) || resourcePath.startsWith(URL_PREFIX) || resourcePath.startsWith(FILE_PREFIX));" is 154.,62
temp,org.apache.shiro.io,ResourceUtils,resourceExists,Empty catch clause,The method has an empty catch block.,80
temp,org.apache.shiro.jndi,JndiLocator,convertJndiName,Complex Conditional,The conditional expression isResourceRef() && !jndiName.startsWith(CONTAINER_PREFIX) && jndiName.indexOf(':') == -1 is complex.,161
temp,org.apache.shiro.jndi,JndiTemplate,lookup,Long Statement,The length of the statement "String msg="Jndi object acquired under name '" + name + "' is of type ["+ jndiObject.getClass().getName()+ "] and not assignable to the required type ["+ requiredType.getName()+ "].";" is 183.,149
temp,org.apache.shiro.mgt,AbstractRememberMeManager,isRememberMe,Long Statement,The length of the statement "return token != null && (token instanceof RememberMeAuthenticationToken) && ((RememberMeAuthenticationToken)token).isRememberMe();" is 130.,262
temp,org.apache.shiro.mgt,AbstractRememberMeManager,onSuccessfulLogin,Long Statement,The length of the statement "log.debug("AuthenticationToken did not indicate RememberMe is requested. " + "RememberMe functionality will not be executed for corresponding account.");" is 153.,280
temp,org.apache.shiro.mgt,AbstractRememberMeManager,onRememberedPrincipalFailure,Long Statement,The length of the statement "log.debug("There was a failure while trying to retrieve remembered principals. This could be due to a " + "configuration problem or corrupted principals. This could also be due to a recently " + "changed encryption key. The remembered identity will be forgotten and not used for this "+ "request."`e);" is 301.,434
temp,org.apache.shiro.mgt,DefaultSecurityManager,rememberMeSuccessfulLogin,Long Statement,The length of the statement "String msg="Delegate RememberMeManager instance of type [" + rmm.getClass().getName() + "] threw an exception during onSuccessfulLogin. RememberMe services will not be "+ "performed for account ["+ info+ "].";" is 209.,202
temp,org.apache.shiro.mgt,DefaultSecurityManager,rememberMeSuccessfulLogin,Long Statement,The length of the statement "log.trace("This " + getClass().getName() + " instance does not have a "+ "["+ RememberMeManager.class.getName()+ "] instance configured. RememberMe services "+ "will not be performed for account ["+ info+ "].");" is 211.,202
temp,org.apache.shiro.mgt,DefaultSecurityManager,rememberMeFailedLogin,Long Statement,The length of the statement "String msg="Delegate RememberMeManager instance of type [" + rmm.getClass().getName() + "] threw an exception during onFailedLogin for AuthenticationToken ["+ token+ "].";" is 171.,224
temp,org.apache.shiro.mgt,DefaultSecurityManager,rememberMeLogout,Long Statement,The length of the statement "String msg="Delegate RememberMeManager instance of type [" + rmm.getClass().getName() + "] threw an exception during onLogout for subject with principals ["+ (subject != null ? subject.getPrincipals() : null)+ "]";" is 214.,240
temp,org.apache.shiro.mgt,DefaultSecurityManager,resolveSession,Long Statement,The length of the statement "log.debug("Resolved SubjectContext context session is invalid. Ignoring and creating an anonymous " + "(session-less) Subject instance."`e);" is 140.,420
temp,org.apache.shiro.mgt,DefaultSecurityManager,resolvePrincipals,Long Statement,The length of the statement "log.debug("Found remembered PrincipalCollection. Adding to the context to be used " + "for subject construction by the SubjectFactory.");" is 137.,469
temp,org.apache.shiro.mgt,DefaultSecurityManager,getRememberedIdentity,Long Statement,The length of the statement "String msg="Delegate RememberMeManager instance of type [" + rmm.getClass().getName() + "] threw an exception during getRememberedPrincipals().";" is 145.,600
temp,org.apache.shiro.mgt,DefaultSubjectDAO,save,Long Statement,The length of the statement "log.trace("Session storage of subject state for Subject [{}] has been disabled: identity and " + "authentication state are expected to be initialized on every request or invocation."`subject);" is 192.,132
temp,org.apache.shiro.mgt,DefaultSubjectDAO,mergePrincipals,Long Statement,The length of the statement "PrincipalCollection existingPrincipals=(PrincipalCollection)session.getAttribute(DefaultSubjectContext.PRINCIPALS_SESSION_KEY);" is 127.,167
temp,org.apache.shiro.mgt,DefaultSubjectFactory,newSubjectInstance,Long Parameter List,The method has 5 parameters. ,50
temp,org.apache.shiro.mgt,RealmSecurityManager,applyCacheManagerToRealms,Complex Conditional,The conditional expression cacheManager != null && realms != null && !realms.isEmpty() is complex.,97
temp,org.apache.shiro.mgt,DefaultSecurityManagerTest,testAutoCreateSessionAfterInvalidation,Empty catch clause,The method has an empty catch block.,85
temp,org.apache.shiro.mgt,DefaultSecurityManagerTest,testAutoCreateSessionAfterInvalidation,Empty catch clause,The method has an empty catch block.,85
temp,org.apache.shiro.mgt,DefaultSecurityManagerTest,testAutoCreateSessionAfterInvalidation,Magic Number,The method contains a magic number: 50,85
temp,org.apache.shiro.mgt,DefaultSecurityManagerTest,testAutoCreateSessionAfterInvalidation,Magic Number,The method contains a magic number: 150,85
temp,org.apache.shiro,SecurityUtils,getSecurityManager,Long Statement,The length of the statement "String msg="No SecurityManager accessible to the calling code` either bound to the " + ThreadContext.class.getName() + " or as a vm static singleton. This is an invalid application "+ "configuration.";" is 201.,98
temp,org.apache.shiro.realm.activedirectory,ActiveDirectoryRealm,getRoleNamesForUser,Complex Method,Cyclomatic complexity of the method is 8,158
temp,org.apache.shiro.realm,AuthenticatingRealm,AuthenticatingRealm,Long Identifier,The length of the field DEFAULT_AUTHORIZATION_CACHE_SUFFIX is 34.,158
temp,org.apache.shiro.realm,AuthenticatingRealm,setName,Long Identifier,The length of the field DEFAULT_AUTHORIZATION_CACHE_SUFFIX is 34.,340
temp,org.apache.shiro.realm,AuthenticatingRealm,assertCredentialsMatch,Long Statement,The length of the statement "throw new AuthenticationException("A CredentialsMatcher must be configured in order to verify " + "credentials during authentication. If you do not wish for credentials to be examined` you " + "can configure an " + AllowAllCredentialsMatcher.class.getName() + " instance.");" is 274.,586
temp,org.apache.shiro.realm,AuthorizingRealm,AuthorizingRealm,Long Identifier,The length of the field DEFAULT_AUTHORIZATION_CACHE_SUFFIX is 34.,102
temp,org.apache.shiro.realm,AuthorizingRealm,setName,Long Identifier,The length of the field DEFAULT_AUTHORIZATION_CACHE_SUFFIX is 34.,121
temp,org.apache.shiro.realm,AuthorizingRealm,getAuthorizationCacheLazy,Long Statement,The length of the statement "log.debug("CacheManager [" + cacheManager + "] has been configured. Building "+ "authorization cache named ["+ cacheName+ "]");" is 127.,229
temp,org.apache.shiro.realm,AuthorizingRealm,getAuthorizationInfo,Complex Method,Cyclomatic complexity of the method is 10,265
temp,org.apache.shiro.realm,AuthorizingRealmTest,buildAuthenticationInfo,Magic Number,The method contains a magic number: 3,245
temp,org.apache.shiro.realm,AllowAllRealm,buildAuthenticationInfo,Magic Number,The method contains a magic number: 3,245
temp,org.apache.shiro.realm.jdbc,JdbcRealm,setSaltStyle,Long Identifier,The length of the field DEFAULT_SALTED_AUTHENTICATION_QUERY is 35.,186
temp,org.apache.shiro.realm.jdbc,JdbcRealm,doGetAuthenticationInfo,Complex Method,Cyclomatic complexity of the method is 9,202
temp,org.apache.shiro.realm.jdbc,JdbcRealm,getPasswordForUser,Long Statement,The length of the statement "throw new AuthenticationException("More than one user row found for user [" + username + "]. Usernames must be unique.");" is 121.,262
temp,org.apache.shiro.realm.jdbc,JdbcRealm,getPasswordForUser,Magic Number,The method contains a magic number: 2,262
temp,org.apache.shiro.realm.jdbc,JdbcRealm,getPasswordForUser,Magic Number,The method contains a magic number: 2,262
temp,org.apache.shiro.realm.jdbc,JdbcRealm,getPasswordForUser,Missing default,The following switch statement is missing a default case: switch (saltStyle) {,262
temp,org.apache.shiro.realm.jdbc,JDBCRealmTest,setup,Long Statement,The length of the statement "config.setSectionProperty("main"`"myRealmCredentialsMatcher"`"org.apache.shiro.authc.credential.Sha256CredentialsMatcher");" is 123.,64
temp,org.apache.shiro.realm.jdbc,JDBCRealmTest,testUnSaltedWrongPassword,Empty catch clause,The method has an empty catch block.,104
temp,org.apache.shiro.realm.jdbc,JDBCRealmTest,testUnSaltedMultipleRows,Empty catch clause,The method has an empty catch block.,121
temp,org.apache.shiro.realm.jdbc,JDBCRealmTest,testSaltColumnWrongPassword,Empty catch clause,The method has an empty catch block.,155
temp,org.apache.shiro.realm.jdbc,JDBCRealmTest,testExternalWrongPassword,Empty catch clause,The method has an empty catch block.,186
temp,org.apache.shiro.realm.jdbc,JDBCRealmTest,shutDown,Empty catch clause,The method has an empty catch block.,269
temp,org.apache.shiro.realm.jndi,JndiRealmFactory,setJndiNames,Long Statement,The length of the statement "String msg="One or more comma-delimited jndi names must be specified for the " + getClass().getName() + " to locate Realms.";" is 125.,71
temp,org.apache.shiro.realm.ldap,DefaultLdapContextFactory,getLdapContext,Complex Conditional,The conditional expression usePooling && principal != null && principal.equals(systemUsername) is complex.,224
temp,org.apache.shiro.realm.ldap,DefaultLdapContextFactory,getLdapContext,Long Identifier,The length of the field SUN_CONNECTION_POOLING_PROPERTY is 31.,224
temp,org.apache.shiro.realm.ldap,DefaultLdapContextFactory,getLdapContext,Long Statement,The length of the statement "log.debug("Initializing LDAP context using URL [" + url + "] and username ["+ systemUsername+ "] "+ "with pooling ["+ (usePooling ? "enabled" : "disabled")+ "]");" is 162.,224
temp,org.apache.shiro.realm.ldap,JndiLdapContextFactory,JndiLdapContextFactory,Long Identifier,The length of the field DEFAULT_CONTEXT_FACTORY_CLASS_NAME is 34.,106
temp,org.apache.shiro.realm.ldap,JndiLdapContextFactory,getLdapContext,Complex Conditional,The conditional expression authcMech == null && (principal != null || credentials != null) is complex.,437
temp,org.apache.shiro.realm.ldap,JndiLdapContextFactory,getLdapContext,Long Identifier,The length of the field SIMPLE_AUTHENTICATION_MECHANISM_NAME is 36.,437
temp,org.apache.shiro.realm.ldap,JndiLdapContextFactory,getLdapContext,Long Identifier,The length of the field SUN_CONNECTION_POOLING_PROPERTY is 31.,437
temp,org.apache.shiro.realm.ldap,JndiLdapContextFactory,getLdapContext,Long Statement,The length of the statement "log.debug("Initializing LDAP context using URL [{}] and principal [{}] with pooling {}"`new Object[]{url`principal`(pooling ? "enabled" : "disabled")});" is 152.,437
temp,org.apache.shiro.realm.ldap,JndiLdapRealm,setUserDnTemplate,Long Statement,The length of the statement "String msg="User DN template must contain the '" + USERDN_SUBSTITUTION_TOKEN + "' replacement token to understand where to "+ "insert the runtime authentication principal.";" is 173.,151
temp,org.apache.shiro.realm.ldap,JndiLdapRealm,getUserDn,Long Statement,The length of the statement "log.debug("userDnTemplate property has not been configured` indicating the submitted " + "AuthenticationToken's principal is the same as the User DN. Returning the method argument " + "as is.");" is 194.,212
temp,org.apache.shiro.realm.ldap,JndiLdapRealmTest,testGetAuthenticationInfoNamingAuthenticationException,Long Statement,The length of the statement "expect(factory.getLdapContext(isA(Object.class)`isA(Object.class))).andThrow(new javax.naming.AuthenticationException("LDAP Authentication failed."));" is 150.,95
temp,org.apache.shiro.realm.ldap,JndiLdapRealmTest,testGetAuthenticationInfoNamingException,Long Statement,The length of the statement "expect(factory.getLdapContext(isA(Object.class)`isA(Object.class))).andThrow(new NamingException("Communication error."));" is 122.,108
temp,org.apache.shiro.realm.text,IniRealm,onInit,Complex Method,Cyclomatic complexity of the method is 8,127
temp,org.apache.shiro.realm.text,IniRealm,onInit,Long Statement,The length of the statement "log.debug("Instance is already populated with users or roles. No additional user/role population " + "will be performed.");" is 123.,127
temp,org.apache.shiro.realm.text,IniRealm,onInit,Long Statement,The length of the statement "String msg="Ini instance and/or resourcePath resulted in null or empty Ini configuration. Cannot " + "load account data.";" is 122.,127
temp,org.apache.shiro.realm.text,IniRealm,processDefinitions,Long Statement,The length of the statement "log.info("{} defined` but there is no [{}] section defined. This realm will not be populated with any " + "users and it is assumed that they will be populated programatically. Users must be defined " + "for this Realm instance to be useful."`getClass().getSimpleName()`USERS_SECTION_NAME);" is 289.,171
temp,org.apache.shiro.realm.text,PropertiesRealm,startReloadThread,Long Statement,The length of the statement "((ScheduledExecutorService)this.scheduler).scheduleAtFixedRate(this`reloadIntervalSeconds`reloadIntervalSeconds`TimeUnit.SECONDS);" is 130.,183
temp,org.apache.shiro.realm.text,PropertiesRealm,loadProperties,Long Statement,The length of the statement "throw new IllegalStateException("The resourcePath property is not set. " + "It must be set prior to this realm being initialized.");" is 132.,200
temp,org.apache.shiro.realm.text,PropertiesRealm,loadProperties,Long Statement,The length of the statement "throw new ShiroException("Error reading properties path [" + resourcePath + "]. "+ "Initializing of the realm from this file failed."`e);" is 137.,214
temp,org.apache.shiro.realm.text,PropertiesRealm,restart,Empty catch clause,The method has an empty catch block.,274
temp,org.apache.shiro.realm.text,PropertiesRealm,restart,Long Statement,The length of the statement "throw new IllegalStateException("The resourcePath property is not set. " + "It must be set prior to this realm being initialized.");" is 132.,274
temp,org.apache.shiro.realm.text,PropertiesRealm,createRealmEntitiesFromProperties,Long Statement,The length of the statement "String msg="Encountered unexpected key/value pair. All keys must be prefixed with either '" + USERNAME_PREFIX + "' or '"+ ROLENAME_PREFIX+ "'.";" is 144.,293
temp,org.apache.shiro.session.mgt,AbstractValidatingSessionManager,AbstractValidatingSessionManager,Long Identifier,The length of the field sessionValidationSchedulerEnabled is 33.,61
temp,org.apache.shiro.session.mgt,AbstractValidatingSessionManager,AbstractValidatingSessionManager,Long Identifier,The length of the field DEFAULT_SESSION_VALIDATION_INTERVAL is 35.,61
temp,org.apache.shiro.session.mgt,AbstractValidatingSessionManager,isSessionValidationSchedulerEnabled,Long Identifier,The length of the field sessionValidationSchedulerEnabled is 33.,66
temp,org.apache.shiro.session.mgt,AbstractValidatingSessionManager,setSessionValidationSchedulerEnabled,Long Identifier,The length of the parameter sessionValidationSchedulerEnabled is 33.,70
temp,org.apache.shiro.session.mgt,AbstractValidatingSessionManager,setSessionValidationSchedulerEnabled,Long Identifier,The length of the field sessionValidationSchedulerEnabled is 33.,70
temp,org.apache.shiro.session.mgt,AbstractValidatingSessionManager,enableSessionValidationIfNecessary,Complex Conditional,The conditional expression isSessionValidationSchedulerEnabled() && (scheduler == null || !scheduler.isEnabled()) is complex.,83
temp,org.apache.shiro.session.mgt,AbstractValidatingSessionManager,doValidate,Long Statement,The length of the statement "String msg="The " + getClass().getName() + " implementation only supports validating "+ "Session implementations of the "+ ValidatingSession.class.getName()+ " interface. "+ "Please either implement this interface in your session implementation or override the "+ AbstractValidatingSessionManager.class.getName()+ ".doValidate(Session) method to perform validation.";" is 367.,178
temp,org.apache.shiro.session.mgt,DefaultSessionManager,applyCacheManagerToSessionDAO,Complex Conditional,The conditional expression this.cacheManager != null && this.sessionDAO != null && this.sessionDAO instanceof CacheManagerAware is complex.,136
temp,org.apache.shiro.session.mgt,DefaultSessionManager,retrieveSession,Long Statement,The length of the statement "log.debug("Unable to resolve session ID from SessionKey [{}]. Returning null to indicate a " + "session could not be found."`sessionKey);" is 137.,215
temp,org.apache.shiro.session.mgt,DelegatingSession,DelegatingSession,Long Statement,The length of the statement "String msg="The " + DelegatingSession.class.getName() + " implementation requires that the "+ "SessionKey argument returns a non-null sessionId to support the "+ "Session.getId() invocations.";" is 193.,59
temp,org.apache.shiro.session.mgt,ImmutableProxiedSession,throwImmutableException,Long Statement,The length of the statement "String msg="This session is immutable and read-only - it cannot be altered. This is usually because " + "the session has been stopped or expired already.";" is 155.,54
temp,org.apache.shiro.session.mgt,SimpleSession,isTimedOut,Long Statement,The length of the statement "String msg="session.lastAccessTime for session with id [" + getId() + "] is null. This value must be set at "+ "least once` preferably at least upon instantiation. Please check the "+ getClass().getName()+ " implementation and ensure "+ "this value will be set (perhaps in the constructor?)";" is 292.,219
temp,org.apache.shiro.session.mgt,SimpleSession,validate,Long Statement,The length of the statement "String msg="Session with id [" + getId() + "] has been "+ "explicitly stopped. No further interaction under this session is "+ "allowed.";" is 138.,263
temp,org.apache.shiro.session.mgt,SimpleSession,validate,Long Statement,The length of the statement "String msg="Session with id [" + sessionId + "] has expired. "+ "Last access time: "+ df.format(lastAccessTime)+ ". Current time: "+ df.format(new Date())+ ". Session timeout is set to "+ timeout / MILLIS_PER_SECOND + " seconds (" + timeout / MILLIS_PER_MINUTE + " minutes)";" is 275.,263
temp,org.apache.shiro.session.mgt,SimpleSession,onEquals,Long Statement,The length of the statement "return (getStartTimestamp() != null ? getStartTimestamp().equals(ss.getStartTimestamp()) : ss.getStartTimestamp() == null) && (getStopTimestamp() != null ? getStopTimestamp().equals(ss.getStopTimestamp()) : ss.getStopTimestamp() == null) && (getLastAccessTime() != null ? getLastAccessTime().equals(ss.getLastAccessTime()) : ss.getLastAccessTime() == null)&& (getTimeout() == ss.getTimeout())&& (isExpired() == ss.isExpired())&& (getHost() != null ? getHost().equals(ss.getHost()) : ss.getHost() == null)&& (getAttributes() != null ? getAttributes().equals(ss.getAttributes()) : ss.getAttributes() == null);" is 607.,369
temp,org.apache.shiro.session.mgt,SimpleSession,hashCode,Magic Number,The method contains a magic number: 31,387
temp,org.apache.shiro.session.mgt,SimpleSession,hashCode,Magic Number,The method contains a magic number: 31,387
temp,org.apache.shiro.session.mgt,SimpleSession,hashCode,Magic Number,The method contains a magic number: 31,387
temp,org.apache.shiro.session.mgt,SimpleSession,hashCode,Magic Number,The method contains a magic number: 31,387
temp,org.apache.shiro.session.mgt,SimpleSession,hashCode,Magic Number,The method contains a magic number: 31,387
temp,org.apache.shiro.session.mgt,SimpleSession,hashCode,Magic Number,The method contains a magic number: 31,387
temp,org.apache.shiro.session.mgt,SimpleSession,writeObject,Complex Method,Cyclomatic complexity of the method is 9,428
temp,org.apache.shiro.session.mgt,SimpleSession,readObject,Complex Method,Cyclomatic complexity of the method is 9,465
temp,org.apache.shiro.session.mgt,AbstractValidatingSessionManagerTest,testValidateSessions,Magic Number,The method contains a magic number: 2,38
temp,org.apache.shiro.session.mgt,AbstractValidatingSessionManagerTest,testValidateSessions,Magic Number,The method contains a magic number: 2,38
temp,org.apache.shiro.session.mgt,AbstractValidatingSessionManagerTest,getActiveSessions,Magic Number,The method contains a magic number: 2,77
temp,org.apache.shiro.session.mgt,DefaultSessionManagerTest,testGlobalTimeout,Magic Number,The method contains a magic number: 1000,62
temp,org.apache.shiro.session.mgt,DefaultSessionManagerTest,testSessionListenerExpiredNotification,Empty catch clause,The method has an empty catch block.,99
temp,org.apache.shiro.session.mgt,DefaultSessionManagerTest,testSessionListenerExpiredNotification,Magic Number,The method contains a magic number: 100,99
temp,org.apache.shiro.session.mgt,DefaultSessionManagerTest,testSessionListenerExpiredNotification,Magic Number,The method contains a magic number: 150,99
temp,org.apache.shiro.session.mgt,DefaultSessionManagerTest,testSessionDeleteOnExpiration,Empty catch clause,The method has an empty catch block.,120
temp,org.apache.shiro.session.mgt,DefaultSessionManagerTest,testSessionDeleteOnExpiration,Magic Number,The method contains a magic number: 100,120
temp,org.apache.shiro.session.mgt,DefaultSessionManagerTest,testSessionDeleteOnExpiration,Magic Number,The method contains a magic number: 20,120
temp,org.apache.shiro.session.mgt,DelegatingSessionTest,testTimeout,Empty catch clause,The method has an empty catch block.,61
temp,org.apache.shiro.session.mgt,DelegatingSessionTest,testTimeout,Magic Number,The method contains a magic number: 100,61
temp,org.apache.shiro.session.mgt,DelegatingSessionTest,testTimeout,Magic Number,The method contains a magic number: 100,61
temp,org.apache.shiro.session.mgt,DelegatingSessionTest,testTimeout,Magic Number,The method contains a magic number: 150,61
temp,org.apache.shiro.session.mgt.eis,RandomSessionIdGenerator,RandomSessionIdGenerator,Long Identifier,The length of the field RANDOM_NUM_GENERATOR_ALGORITHM_NAME is 35.,41
temp,org.apache.shiro.session.mgt.eis,RandomSessionIdGenerator,RandomSessionIdGenerator,Long Statement,The length of the statement "log.debug("The SecureRandom SHA1PRNG algorithm is not available on the current platform. Using the " + "platform's default SecureRandom algorithm."`e);" is 151.,41
temp,org.apache.shiro.subject,SimplePrincipalCollection,equals,Long Statement,The length of the statement "return this.realmPrincipals != null ? this.realmPrincipals.equals(other.realmPrincipals) : other.realmPrincipals == null;" is 121.,226
temp,org.apache.shiro.subject,SimplePrincipalMap,keySet,Long Statement,The length of the statement "return CollectionUtils.isEmpty(this.combinedPrincipals) ? Collections.<String>emptySet() : Collections.unmodifiableSet(this.combinedPrincipals.keySet());" is 153.,96
temp,org.apache.shiro.subject,SimplePrincipalMap,values,Long Statement,The length of the statement "return CollectionUtils.isEmpty(this.combinedPrincipals) ? Collections.emptySet() : Collections.unmodifiableCollection(this.combinedPrincipals.values());" is 152.,102
temp,org.apache.shiro.subject,SimplePrincipalMap,entrySet,Long Statement,The length of the statement "return CollectionUtils.isEmpty(this.combinedPrincipals) ? Collections.<Entry<String`Object>>emptySet() : Collections.unmodifiableSet(this.combinedPrincipals.entrySet());" is 169.,108
temp,org.apache.shiro.subject.support,DefaultSubjectContext,resolveSecurityManager,Long Statement,The length of the statement "log.debug("No SecurityManager available in subject context map. " + "Falling back to SecurityUtils.getSecurityManager() lookup.");" is 130.,98
temp,org.apache.shiro.subject.support,DelegatingSubject,DelegatingSubject,Long Parameter List,The method has 5 parameters. ,94
temp,org.apache.shiro.subject.support,DelegatingSubject,DelegatingSubject,Long Parameter List,The method has 6 parameters. ,100
temp,org.apache.shiro.subject.support,DelegatingSubject,assertAuthzCheckPossible,Long Statement,The length of the statement "String msg="This subject is anonymous - it does not have any identifying principals and " + "authorization operations require an identity to check against. A Subject instance will " + "acquire these identifying principals automatically after a successful login is performed "+ "be executing " + Subject.class.getName() + ".login(AuthenticationToken) or when 'Remember Me' "+ "functionality is enabled by the SecurityManager. This exception can also occur when a "+ "previously logged-in Subject has logged out which "+ "makes it anonymous again. Because an identity is currently not known due to any of these "+ "conditions` authorization is denied.";" is 651.,190
temp,org.apache.shiro.subject.support,DelegatingSubject,login,Long Statement,The length of the statement "String msg="Principals returned from securityManager.login( token ) returned a null or " + "empty value. This value must be non null and populated with one or more elements.";" is 175.,255
temp,org.apache.shiro.subject.support,DelegatingSubject,getSession,Long Statement,The length of the statement "log.trace("attempting to get session; create = " + create + "; session is null = "+ (this.session == null)+ "; session has id = "+ (this.session != null && session.getId() != null));" is 182.,317
temp,org.apache.shiro.subject.support,DelegatingSubject,getSession,Long Statement,The length of the statement "String msg="Session creation has been disabled for the current subject. This exception indicates " + "that there is either a programming error (using a session when it should never be " + "used) or that Shiro's configuration needs to be adjusted to allow Sessions to be created "+ "for the current Subject. See the " + DisabledSessionException.class.getName() + " JavaDoc "+ "for more.";" is 387.,317
temp,org.apache.shiro.subject.support,DelegatingSubject,logout,Long Statement,The length of the statement "log.debug("Encountered session exception trying to clear 'runAs' identities during logout. This " + "can generally safely be ignored."`se);" is 139.,350
temp,org.apache.shiro.subject.support,DelegatingSubject,associateWith,Long Statement,The length of the statement "String msg="This implementation does not support Thread arguments because of JDK ThreadLocal " + "inheritance mechanisms required by Shiro. Instead` the method argument should be a non-Thread " + "Runnable and the return value from this method can then be given to an ExecutorService or "+ "another Thread.";" is 308.,395
temp,org.apache.shiro.subject.support,DelegatingSubject,runAs,Long Statement,The length of the statement "String msg="This subject does not yet have an identity. Assuming the identity of another " + "Subject is only allowed for Subjects with an existing identity. Try logging this subject in " + "first` or using the " + Subject.Builder.class.getName() + " to build ad hoc Subject instances "+ "with identities as necessary.";" is 320.,426
temp,org.apache.shiro.util,AntPathMatcher,doMatch,Complex Conditional,The conditional expression pattIdxStart == pattIdxEnd && pattDirs[pattIdxStart].equals("*") && path.endsWith(this.pathSeparator) is complex.,98
temp,org.apache.shiro.util,AntPathMatcher,doMatch,Complex Method,Cyclomatic complexity of the method is 29,98
temp,org.apache.shiro.util,AntPathMatcher,doMatch,Long Method,The method has 102 lines of code.,98
temp,org.apache.shiro.util,AntPathMatcher,matchStrings,Complex Method,Cyclomatic complexity of the method is 32,232
temp,org.apache.shiro.util,AntPathMatcher,matchStrings,Long Method,The method has 106 lines of code.,232
temp,org.apache.shiro.util,AntPathMatcher,extractPathWithinPattern,Complex Conditional,The conditional expression (patternPart.indexOf('*') > -1 || patternPart.indexOf('?') > -1) && pathParts.length >= i + 1 is complex.,379
temp,org.apache.shiro.util,AntPathMatcher,extractPathWithinPattern,Complex Conditional,The conditional expression puts > 0 || (i == 0 && !pattern.startsWith(this.pathSeparator)) is complex.,379
temp,org.apache.shiro.util,ByteSource,bytes,Complex Method,Cyclomatic complexity of the method is 9,152
