Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
temp,org.apache.shiro.jndi,JndiLocator,convertJndiName,Complex Conditional,The conditional expression isResourceRef() && !jndiName.startsWith(CONTAINER_PREFIX) && jndiName.indexOf(':') == -1 is complex.,162
temp,org.apache.shiro.jndi,JndiTemplate,lookup,Long Statement,The length of the statement "String msg="Jndi object acquired under name '" + name + "' is of type ["+ jndiObject.getClass().getName()+ "] and not assignable to the required type ["+ requiredType.getName()+ "].";" is 183.,151
temp,org.apache.shiro.mgt,AbstractRememberMeManager,isRememberMe,Long Statement,The length of the statement "return token != null && (token instanceof RememberMeAuthenticationToken) && ((RememberMeAuthenticationToken)token).isRememberMe();" is 130.,264
temp,org.apache.shiro.mgt,AbstractRememberMeManager,onSuccessfulLogin,Long Statement,The length of the statement "log.debug("AuthenticationToken did not indicate RememberMe is requested. " + "RememberMe functionality will not be executed for corresponding account.");" is 153.,282
temp,org.apache.shiro.mgt,AbstractRememberMeManager,onRememberedPrincipalFailure,Long Statement,The length of the statement "log.debug("There was a failure while trying to retrieve remembered principals. This could be due to a " + "configuration problem or corrupted principals. This could also be due to a recently " + "changed encryption key. The remembered identity will be forgotten and not used for this "+ "request."`e);" is 301.,436
temp,org.apache.shiro.mgt,DefaultSecurityManager,rememberMeSuccessfulLogin,Long Statement,The length of the statement "String msg="Delegate RememberMeManager instance of type [" + rmm.getClass().getName() + "] threw an exception during onSuccessfulLogin. RememberMe services will not be "+ "performed for account ["+ info+ "].";" is 209.,188
temp,org.apache.shiro.mgt,DefaultSecurityManager,rememberMeSuccessfulLogin,Long Statement,The length of the statement "log.trace("This " + getClass().getName() + " instance does not have a "+ "["+ RememberMeManager.class.getName()+ "] instance configured. RememberMe services "+ "will not be performed for account ["+ info+ "].");" is 211.,188
temp,org.apache.shiro.mgt,DefaultSecurityManager,rememberMeFailedLogin,Long Statement,The length of the statement "String msg="Delegate RememberMeManager instance of type [" + rmm.getClass().getName() + "] threw an exception during onFailedLogin for AuthenticationToken ["+ token+ "].";" is 171.,210
temp,org.apache.shiro.mgt,DefaultSecurityManager,rememberMeLogout,Long Statement,The length of the statement "String msg="Delegate RememberMeManager instance of type [" + rmm.getClass().getName() + "] threw an exception during onLogout for subject with principals ["+ (subject != null ? subject.getPrincipals() : null)+ "]";" is 214.,226
temp,org.apache.shiro.mgt,DefaultSecurityManager,resolveSession,Long Statement,The length of the statement "log.debug("Referenced sessionId {} is invalid. Ignoring and creating an anonymous " + "(session-less) Subject instance."`sessionId);" is 132.,345
temp,org.apache.shiro.mgt,DefaultSecurityManager,resolvePrincipals,Long Statement,The length of the statement "log.debug("Found remembered PrincipalCollection. Adding to the context to be used " + "for subject construction by the SubjectFactory.");" is 137.,383
temp,org.apache.shiro.mgt,DefaultSecurityManager,stopSession,Long Statement,The length of the statement "String msg="Session for Subject [" + (subject != null ? subject.getPrincipal() : null) + "] has already been invalidated. Logging exception since session exceptions are "+ "irrelevant when the owning Subject has logged out.";" is 225.,481
temp,org.apache.shiro.mgt,DefaultSecurityManager,getRememberedIdentity,Long Statement,The length of the statement "String msg="Delegate RememberMeManager instance of type [" + rmm.getClass().getName() + "] threw an exception during getRememberedPrincipals().";" is 145.,522
temp,org.apache.shiro.mgt,DefaultSubjectFactory,newSubjectInstance,Long Parameter List,The method has 5 parameters. ,49
temp,org.apache.shiro.mgt,RealmSecurityManager,applyCacheManagerToRealms,Complex Conditional,The conditional expression cacheManager != null && realms != null && !realms.isEmpty() is complex.,98
temp,org.apache.shiro.mgt,DefaultSecurityManagerTest,testAutoCreateSessionAfterInvalidation,Empty catch clause,The method has an empty catch block.,81
temp,org.apache.shiro.mgt,DefaultSecurityManagerTest,testAutoCreateSessionAfterInvalidation,Empty catch clause,The method has an empty catch block.,81
temp,org.apache.shiro.mgt,DefaultSecurityManagerTest,testAutoCreateSessionAfterInvalidation,Magic Number,The method contains a magic number: 50,81
temp,org.apache.shiro.mgt,DefaultSecurityManagerTest,testAutoCreateSessionAfterInvalidation,Magic Number,The method contains a magic number: 150,81
temp,org.apache.shiro,SecurityUtils,getSecurityManager,Long Statement,The length of the statement "String msg="No SecurityManager accessible to the calling code` either bound to the " + ThreadContext.class.getName() + " or as a vm static singleton. This is an invalid application "+ "configuration.";" is 201.,99
temp,org.apache.shiro.realm.activedirectory,ActiveDirectoryRealm,getRoleNamesForUser,Complex Method,Cyclomatic complexity of the method is 8,160
temp,org.apache.shiro.realm,AuthenticatingRealm,getAuthenticationInfo,Long Statement,The length of the statement "String msg="No authentication information found for submitted authentication token [" + token + "]. "+ "Returning null.";" is 121.,175
temp,org.apache.shiro.realm,AuthenticatingRealm,getAuthenticationInfo,Long Statement,The length of the statement "throw new AuthenticationException("A CredentialsMatcher must be configured in order to verify " + "credentials during authentication. If you do not wish for credentials to be examined` you " + "can configure an " + AllowAllCredentialsMatcher.class.getName() + " instance.");" is 274.,175
temp,org.apache.shiro.realm,AuthorizingRealm,generateAuthorizationCacheName,Long Identifier,The length of the field DEFAULT_AUTHORIZATION_CACHE_SUFFIX is 34.,220
temp,org.apache.shiro.realm,AuthorizingRealm,initAuthorizationCache,Complex Method,Cyclomatic complexity of the method is 9,225
temp,org.apache.shiro.realm,AuthorizingRealm,initAuthorizationCache,Long Statement,The length of the statement "log.debug("CacheManager [" + cacheManager + "] has been configured. Building "+ "authorization cache named ["+ cacheName+ "]");" is 127.,225
temp,org.apache.shiro.realm,AuthorizingRealm,getAuthorizationInfo,Complex Method,Cyclomatic complexity of the method is 10,268
temp,org.apache.shiro.realm,AuthorizingRealmTest,buildAuthenticationInfo,Magic Number,The method contains a magic number: 3,245
temp,org.apache.shiro.realm,AllowAllRealm,buildAuthenticationInfo,Magic Number,The method contains a magic number: 3,245
temp,org.apache.shiro.realm.jdbc,JdbcRealm,getPasswordForUser,Long Statement,The length of the statement "throw new AuthenticationException("More than one user row found for user [" + username + "]. Usernames must be unique.");" is 121.,214
temp,org.apache.shiro.realm.jndi,JndiRealmFactory,setJndiNames,Long Statement,The length of the statement "String msg="One or more comma-delimited jndi names must be specified for the " + getClass().getName() + " to locate Realms.";" is 125.,72
temp,org.apache.shiro.realm.ldap,DefaultLdapContextFactory,getLdapContext,Complex Conditional,The conditional expression usePooling && username != null && username.equals(systemUsername) is complex.,202
temp,org.apache.shiro.realm.ldap,DefaultLdapContextFactory,getLdapContext,Complex Method,Cyclomatic complexity of the method is 9,202
temp,org.apache.shiro.realm.ldap,DefaultLdapContextFactory,getLdapContext,Long Identifier,The length of the field SUN_CONNECTION_POOLING_PROPERTY is 31.,202
temp,org.apache.shiro.realm.ldap,DefaultLdapContextFactory,getLdapContext,Long Statement,The length of the statement "log.debug("Initializing LDAP context using URL [" + url + "] and username ["+ systemUsername+ "] "+ "with pooling ["+ (usePooling ? "enabled" : "disabled")+ "]");" is 162.,202
temp,org.apache.shiro.realm.text,IniRealm,processDefinitions,Long Statement,The length of the statement "log.info("{} defined` but there is no [{}] section defined. This realm will not be populated with any " + "users and it is assumed that they will be populated programatically. Users must be defined " + "for this Realm instance to be useful."`getClass().getSimpleName()`USERS_SECTION_NAME);" is 289.,102
temp,org.apache.shiro.realm.text,PropertiesRealm,afterRoleCacheSet,Long Statement,The length of the statement "log.info("Unable to find a shiro-users.properties file at location [" + this.resourcePath + "]. "+ "Defaulting to Shiro's failsafe properties file (demo use only).");" is 166.,188
temp,org.apache.shiro.realm.text,PropertiesRealm,startReloadThread,Long Statement,The length of the statement "((ScheduledExecutorService)this.scheduler).scheduleAtFixedRate(this`reloadIntervalSeconds`reloadIntervalSeconds`TimeUnit.SECONDS);" is 130.,218
temp,org.apache.shiro.realm.text,PropertiesRealm,loadProperties,Long Statement,The length of the statement "throw new IllegalStateException("The resourcePath property is not set. " + "It must be set prior to this realm being initialized.");" is 132.,235
temp,org.apache.shiro.realm.text,PropertiesRealm,loadProperties,Long Statement,The length of the statement "throw new ShiroException("Error reading properties path [" + resourcePath + "]. "+ "Initializing of the realm from this file failed."`e);" is 137.,249
temp,org.apache.shiro.realm.text,PropertiesRealm,restart,Empty catch clause,The method has an empty catch block.,309
temp,org.apache.shiro.realm.text,PropertiesRealm,restart,Long Statement,The length of the statement "throw new IllegalStateException("The resourcePath property is not set. " + "It must be set prior to this realm being initialized.");" is 132.,309
temp,org.apache.shiro.realm.text,PropertiesRealm,createRealmEntitiesFromProperties,Long Statement,The length of the statement "String msg="Encountered unexpected key/value pair. All keys must be prefixed with either '" + USERNAME_PREFIX + "' or '"+ ROLENAME_PREFIX+ "'.";" is 144.,328
temp,org.apache.shiro.session,UnknownSessionException,UnknownSessionException,Long Statement,The length of the statement "super("Unable to locate session with id [" + sessionId + "] either because it is an invalid id "+ "or the session has been deleted due to invalidation (stopped` logged out` or expired)."`sessionId);" is 198.,68
temp,org.apache.shiro.session.mgt,AbstractValidatingSessionManager,AbstractValidatingSessionManager,Long Identifier,The length of the field sessionValidationSchedulerEnabled is 33.,65
temp,org.apache.shiro.session.mgt,AbstractValidatingSessionManager,AbstractValidatingSessionManager,Long Identifier,The length of the field DEFAULT_SESSION_VALIDATION_INTERVAL is 35.,65
temp,org.apache.shiro.session.mgt,AbstractValidatingSessionManager,isSessionValidationSchedulerEnabled,Long Identifier,The length of the field sessionValidationSchedulerEnabled is 33.,70
temp,org.apache.shiro.session.mgt,AbstractValidatingSessionManager,setSessionValidationSchedulerEnabled,Long Identifier,The length of the parameter sessionValidationSchedulerEnabled is 33.,74
temp,org.apache.shiro.session.mgt,AbstractValidatingSessionManager,setSessionValidationSchedulerEnabled,Long Identifier,The length of the field sessionValidationSchedulerEnabled is 33.,74
temp,org.apache.shiro.session.mgt,AbstractValidatingSessionManager,enableSessionValidationIfNecessary,Complex Conditional,The conditional expression isSessionValidationSchedulerEnabled() && (scheduler == null || !scheduler.isEnabled()) is complex.,86
temp,org.apache.shiro.session.mgt,AbstractValidatingSessionManager,doGetSession,Long Statement,The length of the statement "throw new UnknownSessionException("The session data store did not return a session for " + "sessionId [" + sessionId + "]"`sessionId);" is 134.,115
temp,org.apache.shiro.session.mgt,AbstractValidatingSessionManager,doValidate,Long Statement,The length of the statement "String msg="The " + getClass().getName() + " implementation only supports validating "+ "Session implementations of the "+ ValidatingSession.class.getName()+ " interface. "+ "Please either implement this interface in your session implementation or override the "+ AbstractValidatingSessionManager.class.getName()+ ".doValidate(Session) method to perform validation.";" is 367.,207
temp,org.apache.shiro.session.mgt,ImmutableProxiedSession,throwImmutableException,Long Statement,The length of the statement "String msg="This session is immutable and read-only - it cannot be altered. This is usually because " + "the session has been stopped or expired already.";" is 155.,55
temp,org.apache.shiro.session.mgt,SimpleSession,isTimedOut,Long Statement,The length of the statement "String msg="session.lastAccessTime for session with id [" + getId() + "] is null. This value must be set at "+ "least once` preferably at least upon instantiation. Please check the "+ getClass().getName()+ " implementation and ensure "+ "this value will be set (perhaps in the constructor?)";" is 292.,204
temp,org.apache.shiro.session.mgt,SimpleSession,validate,Long Statement,The length of the statement "String msg="Session with id [" + getId() + "] has been "+ "explicitly stopped. No further interaction under this session is "+ "allowed.";" is 138.,248
temp,org.apache.shiro.session.mgt,SimpleSession,validate,Long Statement,The length of the statement "String msg="Session with id [" + sessionId + "] has expired. "+ "Last access time: "+ df.format(lastAccessTime)+ ". Current time: "+ df.format(new Date())+ ". Session timeout is set to "+ timeout / MILLIS_PER_SECOND + " seconds (" + timeout / MILLIS_PER_MINUTE + " minutes)";" is 275.,248
temp,org.apache.shiro.session.mgt,SimpleSession,onEquals,Long Statement,The length of the statement "return (getStartTimestamp() != null ? getStartTimestamp().equals(ss.getStartTimestamp()) : ss.getStartTimestamp() == null) && (getStopTimestamp() != null ? getStopTimestamp().equals(ss.getStopTimestamp()) : ss.getStopTimestamp() == null) && (getLastAccessTime() != null ? getLastAccessTime().equals(ss.getLastAccessTime()) : ss.getLastAccessTime() == null)&& (getTimeout() == ss.getTimeout())&& (isExpired() == ss.isExpired())&& (getHost() != null ? getHost().equals(ss.getHost()) : ss.getHost() == null)&& (getAttributes() != null ? getAttributes().equals(ss.getAttributes()) : ss.getAttributes() == null);" is 607.,354
temp,org.apache.shiro.session.mgt,SimpleSession,hashCode,Magic Number,The method contains a magic number: 31,372
temp,org.apache.shiro.session.mgt,SimpleSession,hashCode,Magic Number,The method contains a magic number: 31,372
temp,org.apache.shiro.session.mgt,SimpleSession,hashCode,Magic Number,The method contains a magic number: 31,372
temp,org.apache.shiro.session.mgt,SimpleSession,hashCode,Magic Number,The method contains a magic number: 31,372
temp,org.apache.shiro.session.mgt,SimpleSession,hashCode,Magic Number,The method contains a magic number: 31,372
temp,org.apache.shiro.session.mgt,SimpleSession,hashCode,Magic Number,The method contains a magic number: 31,372
temp,org.apache.shiro.session.mgt,SimpleSession,writeObject,Complex Method,Cyclomatic complexity of the method is 9,413
temp,org.apache.shiro.session.mgt,SimpleSession,readObject,Complex Method,Cyclomatic complexity of the method is 9,450
temp,org.apache.shiro.session.mgt,DefaultSessionManagerTest,testGlobalTimeout,Magic Number,The method contains a magic number: 200,64
temp,org.apache.shiro.session.mgt,DefaultSessionManagerTest,testSessionListenerExpiredNotification,Empty catch clause,The method has an empty catch block.,117
temp,org.apache.shiro.session.mgt,DefaultSessionManagerTest,testSessionListenerExpiredNotification,Magic Number,The method contains a magic number: 100,117
temp,org.apache.shiro.session.mgt,DefaultSessionManagerTest,testSessionListenerExpiredNotification,Magic Number,The method contains a magic number: 150,117
temp,org.apache.shiro.session.mgt,DefaultSessionManagerTest,testSessionDeleteOnExpiration,Empty catch clause,The method has an empty catch block.,138
temp,org.apache.shiro.session.mgt,DefaultSessionManagerTest,testSessionDeleteOnExpiration,Magic Number,The method contains a magic number: 100,138
temp,org.apache.shiro.session.mgt,DefaultSessionManagerTest,testSessionDeleteOnExpiration,Magic Number,The method contains a magic number: 20,138
temp,org.apache.shiro.session.mgt,DelegatingSessionTest,testTimeout,Empty catch clause,The method has an empty catch block.,61
temp,org.apache.shiro.session.mgt,DelegatingSessionTest,testTimeout,Magic Number,The method contains a magic number: 100,61
temp,org.apache.shiro.session.mgt,DelegatingSessionTest,testTimeout,Magic Number,The method contains a magic number: 100,61
temp,org.apache.shiro.session.mgt,DelegatingSessionTest,testTimeout,Magic Number,The method contains a magic number: 150,61
temp,org.apache.shiro.session.mgt.eis,RandomSessionIdGenerator,RandomSessionIdGenerator,Long Identifier,The length of the field RANDOM_NUM_GENERATOR_ALGORITHM_NAME is 35.,41
temp,org.apache.shiro.session.mgt.eis,RandomSessionIdGenerator,RandomSessionIdGenerator,Long Statement,The length of the statement "log.debug("The SecureRandom SHA1PRNG algorithm is not available on the current platform. Using the " + "platform's default SecureRandom algorithm."`e);" is 151.,41
temp,org.apache.shiro.subject,SimplePrincipalCollection,equals,Long Statement,The length of the statement "return this.realmPrincipals != null ? this.realmPrincipals.equals(other.realmPrincipals) : other.realmPrincipals == null;" is 121.,227
temp,org.apache.shiro.subject.support,DefaultSubjectContext,getTypedValue,Long Statement,The length of the statement "String msg="Invalid object found in SubjectContext Map under key [" + key + "]. Expected type "+ "was ["+ type.getName()+ "]` but the object under that key is of type "+ "["+ o.getClass().getName()+ "].";" is 204.,94
temp,org.apache.shiro.subject.support,DefaultSubjectContext,resolveSecurityManager,Long Statement,The length of the statement "log.debug("No SecurityManager available in subject context map. " + "Falling back to SecurityUtils.getSecurityManager() lookup.");" is 130.,120
temp,org.apache.shiro.subject.support,DelegatingSubject,DelegatingSubject,Long Parameter List,The method has 5 parameters. ,92
temp,org.apache.shiro.subject.support,DelegatingSubject,assertAuthzCheckPossible,Long Statement,The length of the statement "String msg="This subject is anonymous - it does not have any identifying principals and " + "authorization operations require an identity to check against. A Subject instance will " + "acquire these identifying principals automatically after a successful login is performed "+ "be executing " + Subject.class.getName() + ".login(AuthenticationToken) or when 'Remember Me' "+ "functionality is enabled by the SecurityManager. This exception can also occur when a "+ "previously logged-in Subject has logged out which "+ "makes it anonymous again. Because an identity is currently not known due to any of these "+ "conditions` authorization is denied.";" is 651.,189
temp,org.apache.shiro.subject.support,DelegatingSubject,login,Long Statement,The length of the statement "String msg="Principals returned from securityManager.login( token ) returned a null or " + "empty value. This value must be non null and populated with one or more elements.";" is 175.,249
temp,org.apache.shiro.subject.support,DelegatingSubject,getSession,Long Statement,The length of the statement "log.trace("attempting to get session; create = " + create + "; session is null = "+ (this.session == null)+ "; session has id = "+ (this.session != null && session.getId() != null));" is 182.,301
temp,org.apache.shiro.subject.support,DelegatingSubject,associateWith,Long Statement,The length of the statement "String msg="This implementation does not support Thread arguments because of JDK ThreadLocal " + "inheritance mechanisms required by Shiro. Instead` the method argument should be a non-Thread " + "Runnable and the return value from this method can then be given to an ExecutorService or "+ "another Thread.";" is 308.,353
temp,org.apache.shiro.util,AntPathMatcher,doMatch,Complex Conditional,The conditional expression pattIdxStart == pattIdxEnd && pattDirs[pattIdxStart].equals("*") && path.endsWith(this.pathSeparator) is complex.,101
temp,org.apache.shiro.util,AntPathMatcher,doMatch,Complex Method,Cyclomatic complexity of the method is 29,101
temp,org.apache.shiro.util,AntPathMatcher,doMatch,Long Method,The method has 102 lines of code.,101
temp,org.apache.shiro.util,AntPathMatcher,matchStrings,Complex Method,Cyclomatic complexity of the method is 32,235
temp,org.apache.shiro.util,AntPathMatcher,matchStrings,Long Method,The method has 106 lines of code.,235
temp,org.apache.shiro.util,AntPathMatcher,extractPathWithinPattern,Complex Conditional,The conditional expression (patternPart.indexOf('*') > -1 || patternPart.indexOf('?') > -1) && pathParts.length >= i + 1 is complex.,382
temp,org.apache.shiro.util,AntPathMatcher,extractPathWithinPattern,Complex Conditional,The conditional expression puts > 0 || (i == 0 && !pattern.startsWith(this.pathSeparator)) is complex.,382
temp,org.apache.shiro.util,ClassUtils,getResourceAsStream,Long Statement,The length of the statement "log.trace("Resource [" + name + "] was not found via the thread context ClassLoader. Trying the "+ "current ClassLoader...");" is 125.,74
temp,org.apache.shiro.util,ClassUtils,getResourceAsStream,Long Statement,The length of the statement "log.trace("Resource [" + name + "] was not found via the current class loader. Trying the "+ "system/application ClassLoader...");" is 130.,74
temp,org.apache.shiro.util,ClassUtils,getResourceAsStream,Long Statement,The length of the statement "log.trace("Resource [" + name + "] was not found via the thread context` current` or "+ "system/application ClassLoaders. All heuristics have been exhausted. Returning null.");" is 176.,74
temp,org.apache.shiro.util,ClassUtils,forName,Long Statement,The length of the statement "log.trace("Unable to load class named [" + fqcn + "] from the thread context ClassLoader. Trying the current ClassLoader...");" is 126.,114
temp,org.apache.shiro.util,ClassUtils,forName,Long Statement,The length of the statement "log.trace("Unable to load class named [" + fqcn + "] from the current ClassLoader. "+ "Trying the system/application ClassLoader...");" is 134.,114
temp,org.apache.shiro.util,ClassUtils,forName,Long Statement,The length of the statement "String msg="Unable to load class named [" + fqcn + "] from the thread context` current` or "+ "system/application ClassLoaders. All heuristics have been exhausted. Class could not be found.";" is 191.,114
temp,org.apache.shiro.util,CollectionUtils,asSet,Magic Number,The method contains a magic number: 4,36
temp,org.apache.shiro.util,CollectionUtils,asSet,Magic Number,The method contains a magic number: 3,36
temp,org.apache.shiro.util,CollectionUtils,computeListCapacity,Magic Number,The method contains a magic number: 5L,106
temp,org.apache.shiro.util,CollectionUtils,computeListCapacity,Magic Number,The method contains a magic number: 10,106
temp,org.apache.shiro.util,StringUtils,splitKeyValue,Long Statement,The length of the statement "String msg="Unable to determine Key/Value pair from line [" + line + "]. There is no space from "+ "which the split location could be determined.";" is 147.,273
temp,org.apache.shiro.util,StringUtils,splitKeyValue,Magic Number,The method contains a magic number: 2,273
temp,org.apache.shiro.util,StringUtils,splitKeyValue,Magic Number,The method contains a magic number: 2,273
temp,org.apache.shiro.util,StringUtils,splitKeyValue,Magic Number,The method contains a magic number: 2,273
temp,org.apache.shiro.util,StringUtils,splitKeyValue,Magic Number,The method contains a magic number: 2,273
temp,org.apache.shiro.util,StringUtils,split,Complex Conditional,The conditional expression inQuotes && line.length() > (i + 1) && line.charAt(i + 1) == beginQuoteChar is complex.,326
temp,org.apache.shiro.util,StringUtils,split,Complex Method,Cyclomatic complexity of the method is 11,326
temp,org.apache.shiro.util,StringUtils,split,Long Parameter List,The method has 6 parameters. ,326
temp,org.apache.shiro.util,ThreadContext,get,Long Statement,The length of the statement "String msg="Retrieved value of type [" + value.getClass().getName() + "] for key ["+ key+ "] "+ "bound to thread ["+ Thread.currentThread().getName()+ "]";" is 155.,107
temp,org.apache.shiro.util,ThreadContext,put,Long Statement,The length of the statement "String msg="Bound value of type [" + value.getClass().getName() + "] for key ["+ key+ "] to thread "+ "["+ Thread.currentThread().getName()+ "]";" is 145.,129
temp,org.apache.shiro.util,ThreadContext,remove,Long Statement,The length of the statement "String msg="Removed value of type [" + value.getClass().getName() + "] for key ["+ key+ "]"+ "from thread ["+ Thread.currentThread().getName()+ "]";" is 148.,163
temp,org.apache.shiro.util,StringUtilsTest,splitWithCommas,Magic Number,The method contains a magic number: 5,38
temp,org.apache.shiro.util,StringUtilsTest,splitWithCommas,Magic Number,The method contains a magic number: 2,38
temp,org.apache.shiro.util,StringUtilsTest,splitWithCommas,Magic Number,The method contains a magic number: 3,38
temp,org.apache.shiro.util,StringUtilsTest,splitWithCommas,Magic Number,The method contains a magic number: 4,38
temp,org.apache.shiro.util,StringUtilsTest,splitWithCommasAndSpaces,Magic Number,The method contains a magic number: 5,51
temp,org.apache.shiro.util,StringUtilsTest,splitWithCommasAndSpaces,Magic Number,The method contains a magic number: 2,51
temp,org.apache.shiro.util,StringUtilsTest,splitWithCommasAndSpaces,Magic Number,The method contains a magic number: 3,51
temp,org.apache.shiro.util,StringUtilsTest,splitWithCommasAndSpaces,Magic Number,The method contains a magic number: 4,51
temp,org.apache.shiro.util,StringUtilsTest,splitWithQuotedCommasAndSpaces,Magic Number,The method contains a magic number: 4,64
temp,org.apache.shiro.util,StringUtilsTest,splitWithQuotedCommasAndSpaces,Magic Number,The method contains a magic number: 2,64
temp,org.apache.shiro.util,StringUtilsTest,splitWithQuotedCommasAndSpaces,Magic Number,The method contains a magic number: 3,64
temp,org.apache.shiro.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndDifferentQuoteChars,Magic Number,The method contains a magic number: 4,76
temp,org.apache.shiro.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndDifferentQuoteChars,Magic Number,The method contains a magic number: 2,76
temp,org.apache.shiro.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndDifferentQuoteChars,Magic Number,The method contains a magic number: 3,76
temp,org.apache.shiro.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndDifferentQuoteCharsWhileRetainingQuotes,Magic Number,The method contains a magic number: 4,88
temp,org.apache.shiro.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndDifferentQuoteCharsWhileRetainingQuotes,Magic Number,The method contains a magic number: 2,88
temp,org.apache.shiro.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndDifferentQuoteCharsWhileRetainingQuotes,Magic Number,The method contains a magic number: 3,88
temp,org.apache.shiro.util,StringUtilsTest,splitTestWithQuotedCommas,Magic Number,The method contains a magic number: 4,100
temp,org.apache.shiro.util,StringUtilsTest,splitTestWithQuotedCommas,Magic Number,The method contains a magic number: 2,100
temp,org.apache.shiro.util,StringUtilsTest,splitTestWithQuotedCommas,Magic Number,The method contains a magic number: 3,100
temp,org.apache.shiro.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndEscapedQuotes,Magic Number,The method contains a magic number: 4,112
temp,org.apache.shiro.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndEscapedQuotes,Magic Number,The method contains a magic number: 2,112
temp,org.apache.shiro.util,StringUtilsTest,splitWithQuotedCommasAndSpacesAndEscapedQuotes,Magic Number,The method contains a magic number: 3,112
temp,org.apache.shiro.test,AbstractContainerTest,pause,Empty catch clause,The method has an empty catch block.,62
temp,org.apache.shiro.test,PauseableServer,pause,Empty catch clause,The method has an empty catch block.,62
temp,org.apache.shiro.test,ContainerIntegrationTest,logOut,Empty catch clause,The method has an empty catch block.,37
temp,org.apache.shiro.sample.bank,Account,applyTransaction,Long Statement,The length of the statement "throw new InactiveAccountException("Unable to apply " + aTransaction.getType() + " of amount "+ aTransaction.getAmount()+ " to account "+ _id);" is 143.,122
temp,org.apache.shiro.sample.bank,Account,applyTransaction,Long Statement,The length of the statement "throw new NotEnoughFundsException("Unable to withdraw " + aTransaction.getAmount() + "$ from account "+ _id+ " - current balance is "+ _balance);" is 145.,122
temp,org.apache.shiro.sample.bank,Account,toString,Long Statement,The length of the statement "return new ToStringBuilder(this`ToStringStyle.SHORT_PREFIX_STYLE).append("id"`_id).append("ownerName"`_ownerName).append("isActive"`_isActive).append("balance"`_balance).append("tx.count"`_transactions.size()).append("createdBy"`_createdBy).append("creationDate"`new Timestamp(_creationDate.getTime())).toString();" is 314.,176
temp,org.apache.shiro.sample.bank,AccountTransaction,toString,Long Statement,The length of the statement "return new ToStringBuilder(this`ToStringStyle.SHORT_PREFIX_STYLE).append("id"`_id).append("type"`_type).append("accountId"`_accountId).append("amount"`_amount).append("createdBy"`_createdBy).append("creationDate"`new Timestamp(_creationDate.getTime())).toString();" is 264.,131
temp,org.apache.shiro.sample.bank,SecureBankService,getCurrentUsername,Complex Conditional,The conditional expression subject == null || subject.getPrincipal() == null || !subject.isAuthenticated() is complex.,292
temp,org.apache.shiro.sample.bank,SecureBankServiceTest,setUp,Magic Number,The method contains a magic number: 50,61
temp,org.apache.shiro.sample.bank,SecureBankServiceTest,testDepositInto_singleTx,Magic Number,The method contains a magic number: 250.00d,104
temp,org.apache.shiro.sample.bank,SecureBankServiceTest,testDepositInto_multiTxs,Magic Number,The method contains a magic number: 50.00d,111
temp,org.apache.shiro.sample.bank,SecureBankServiceTest,testDepositInto_multiTxs,Magic Number,The method contains a magic number: 300.00d,111
temp,org.apache.shiro.sample.bank,SecureBankServiceTest,testDepositInto_multiTxs,Magic Number,The method contains a magic number: 85.00d,111
temp,org.apache.shiro.sample.bank,SecureBankServiceTest,testDepositInto_multiTxs,Magic Number,The method contains a magic number: 435.00d,111
temp,org.apache.shiro.sample.bank,SecureBankServiceTest,testDepositInto_multiTxs,Magic Number,The method contains a magic number: 3,111
temp,org.apache.shiro.sample.bank,SecureBankServiceTest,testWithdrawFrom_emptyAccount,Magic Number,The method contains a magic number: 100.00d,121
temp,org.apache.shiro.sample.bank,SecureBankServiceTest,testWithdrawFrom_notEnoughFunds,Magic Number,The method contains a magic number: 50.00d,128
temp,org.apache.shiro.sample.bank,SecureBankServiceTest,testWithdrawFrom_notEnoughFunds,Magic Number,The method contains a magic number: 100.00d,128
temp,org.apache.shiro.sample.bank,SecureBankServiceTest,testWithdrawFrom_singleTx,Magic Number,The method contains a magic number: 500.00d,136
temp,org.apache.shiro.sample.bank,SecureBankServiceTest,testWithdrawFrom_singleTx,Magic Number,The method contains a magic number: 100.00d,136
temp,org.apache.shiro.sample.bank,SecureBankServiceTest,testWithdrawFrom_singleTx,Magic Number,The method contains a magic number: 400.00d,136
temp,org.apache.shiro.sample.bank,SecureBankServiceTest,testWithdrawFrom_singleTx,Magic Number,The method contains a magic number: 2,136
temp,org.apache.shiro.sample.bank,SecureBankServiceTest,testWithdrawFrom_manyTxs,Magic Number,The method contains a magic number: 500.00d,145
temp,org.apache.shiro.sample.bank,SecureBankServiceTest,testWithdrawFrom_manyTxs,Magic Number,The method contains a magic number: 100.00d,145
temp,org.apache.shiro.sample.bank,SecureBankServiceTest,testWithdrawFrom_manyTxs,Magic Number,The method contains a magic number: 75.00d,145
